"","Title","Authors","Abstract","Published.Year","Journal","Volume","Issue","Pages","Accession.Number","DOI","region"
"27","Small-scale fishing households facing COVID-19: The case of Lake Victoria, Kenya","Fiorella, K. J.; Bageant, E. R.; Mojica, L.; Obuya, J. A.; Ochieng, J.; Olela, P.; Otuo, P. W.; Onyango, H. O.; Aura, C. M.; Okronipa, H.","Small-scale fisheries underpin the aquatic food supply, and are facing acute challenges in the wake of the COVID-19 pandemic. The study aimed to examine how small-scale fishing households, including fishers and fish traders, are responding to COVID-19 and associated movement restrictions around Lake Victoria, Kenya. We conducted phone interviews with 88 households in three riparian communities around Lake Victoria to examine shifts in fish consumption, fishing activities, price changes, and coping strategies. We found that households are consuming less fish, perceiving high fish prices, and coping by more often selling than eating fish. Most fishers and traders reported spending less time fishing and trading, and concern about being infected with COVID-19 was high. Our findings suggest movement restrictions and COVID-19 concern, along with high lake levels in the region, may limit fishing activities and fish access. Controlling COVID-19 and supporting opportunities for fishers and traders to safely return to their livelihood activities will be paramount to the recovery of small-scale fishing communities today. Our findings can also support planning to mitigate the impacts of future crises on small-scale fishing communities. © 2020 Elsevier B.V.",2021,"Fisheries Research","237","","",NA,"10.1016/j.fishres.2020.105856","Africa"
"28","Consequences of calamities and their management: The case of COVID-19 pandemic and flooding on inland capture fisheries in Kenya","Aura, C. M.; Nyamweya, C. S.; Odoli, C. O.; Owiti, H.; Njiru, J. M.; Otuo, P. W.; Waithaka, E.; Malala, J.","During the period February to June 2020, heavy rainfall caused increases in levels and flooding in many lakes in East Africa. This coincided with the COVID-19 pandemic. These calamities affected ecosystems and livelihoods, especially of fishers who depend on fisheries as their only source of livelihood. This study examined the effects of COVID-19 and flooding on the major inland capture fisheries in Kenya to illustrate the effect of such calamities on vulnerable communities to guide interventions. Socioeconomic data were collected across the fish value chains during the peak of COVID-19 pandemic and flooding in Kenya from May to early June 2020. The measures put in place to contain COVID-19 pandemic notably dusk to dawn curfew (66%) and lock-downs (28%) in major cities that act as main fish markets were cited as the main factors that influenced fishing and fishing trade. Negative consequences reported included livelihood losses from the COVID-19 pandemic. Reduced fishing time and trips as well as a decline in consumables such as boat fuel resulted in low fish catches. Although COVID-19 pandemic affected livelihoods, the fish stocks benefited from reduction in fishing effort. Similarly flooding led to livelihood and material losses but positively impacted on stocks through expansion of fish breeding and nursery areas. The respondents recommended that governments should have disaster preparedness programs in place to address such calamities. There is also need for more detailed research on calamities that are increasing in frequency to provide information and data to guide policy and interventions.",2020,"J Great Lakes Res","46","6","1767-1775",32952278,"10.1016/j.jglr.2020.09.007","Africa"
"29","The impacts of COVID-19 pandemic on marine litter pollution along the Kenyan Coast: A synthesis after 100 days following the first reported case in Kenya","Okuku, E.; Kiteresi, L.; Owato, G.; Otieno, K.; Mwalugha, C.; Mbuche, M.; Gwada, B.; Nelson, A.; Chepkemboi, P.; Achieng, Q.; Wanjeri, V.; Ndwiga, J.; Mulupi, L.; Omire, J.","The contribution of COVID-19 pandemic to marine litter pollution was studied in Mombasa, Kilifi, and Kwale counties of Kenya, in June 2020 (100 days following the first confirmed case in Kenya). Standing stock surveys were conducted in 14 streets and 21 beaches while 157 transects were surveyed for floating litter. COVID-19 related items contributed up to 16.5% of the total litter encountered along the streets. The urban beaches (Mkomani and Nyali) had the highest quantities of COVID-19 related items (55.1% and 2.6% respectively) attributable to the ability to purchase single-use products and lifestyle. Most of the recreational beaches had no COVID-19 related products which could be attributed to the presidential directive on beach closure as a COVID-19 contingency measure. No COVID-19 related litter was found in the floating litter. Generally, beach closure and cessation of movement reduced the amount of litter that leaked to the marine environment.",2021,"Mar Pollut Bull","162","","111840",33248673,"10.1016/j.marpolbul.2020.111840","Africa"
"30","COVID-19 impacts on coastal communities in Kenya","Lau, J.; Sutcliffe, S.; Barnes, M.; Mbaru, E.; Muly, I.; Muthiga, N.; Wanyonyi, S.; Cinner, J. E.","COVID-19 is continuing to have far-reaching impacts around the world, including on small-scale fishing communities. This study details the findings from 39 in-depth interviews with community members, community leaders, and fish traders in five communities in Kenya about their experiences since the beginning of the COVID-19 pandemic in March, 2020. The interviews were conducted by mobile phone between late August and early October 2020. In each community, people were impacted by curfews, rules about gathering, closed travel routes, and bans on certain activities. Fish trade and fisheries livelihoods were greatly disrupted. Respondents from all communities emphasized how COVID-19 had disrupted relationships between fishers, traders, and customers; changed market demand; and ultimately made fishing and fish trading livelihoods very difficult to sustain. While COVID-19 impacted different groups in the communities-i.e., fishers, female fish traders, and male fish traders-all experienced a loss of income and livelihoods, reduced cash flow, declining food security, and impacts on wellbeing. As such, although small-scale fisheries can act as a crucial safety net in times of stress, the extent of COVID-19 disruptions to alternative and informal livelihoods stemmed cash flow across communities, and meant that fishing was unable to fulfil a safety net function as it may have done during past disruptions. As the pandemic continues to unfold, ensuring that COVID-19 safe policies and protocols support continued fishing or diversification into other informal livelihoods, and that COVID-19 support reaches the most vulnerable, will be critical in safeguarding the wellbeing of families in these coastal communities.",2021,"Mar Policy","134","","104803",34566239,"10.1016/j.marpol.2021.104803","Africa"
"31","COVID-19 implications on household income and food security in Kenya and Uganda: Findings from a rapid assessment","Kansiime, M. K.; Tambo, J. A.; Mugambi, I.; Bundi, M.; Kara, A.; Owuor, C.","This study assessed implications of the Coronavirus Disease 19 (COVID-19) pandemic on household income and food security in two East African countries - Kenya and Uganda, using online survey data from 442 respondents. Results show that more than two-thirds of the respondents experienced income shocks due to the COVID-19 crisis. Food security and dietary quality worsened, as measured by the food insecurity experience scale and the frequency of consumption of nutritionally-rich foods. The proportion of food insecure respondents increased by 38% and 44% in Kenya and Uganda respectively, and in both countries, the regular consumption of fruits decreased by about 30% during the COVID-19 pandemic, compared to a normal period (before the pandemic). Results from probit regressions show that the income-poor households and those dependent on labour income were more vulnerable to income shock, and had poorer food consumption during the COVID-19 pandemic compared to other respondent categories. As such, they were more likely to employ food-based coping strategies compared to those pursuing alternative livelihoods, who generally relied on savings. Farmers were less likely to experience worsened food security compared to other respondent categories who depended to a great extent on market sources for food. In both countries, participation in national social security schemes was less likely to mitigate respondents' income shock during the COVID-19 period. Conversely, membership in savings and loan groups was correlated with less likelihood of suffering income shocks and reduction in food consumption. The results suggest that ongoing and future government responses should focus on structural changes in social security by developing responsive packages to cushion members pushed into poverty by such pandemics while building strong financial institutions to support the recovery of businesses in the medium term, and ensuring the resilience of food supply chains particularly those making available nutrient-dense foods.",2021,"World Dev","137","","105199",32982018,"10.1016/j.worlddev.2020.105199","Africa"
"32","Personal protective equipment (PPE) pollution associated with the COVID-19 pandemic along the coastline of Agadir, Morocco","Haddad, M. B.; De-la-Torre, G. E.; Abelouah, M. R.; Hajji, S.; Alla, A. A.","The increasing use of personal protective equipment (PPE) as a sanitary measure against the new coronavirus (SARS-CoV-2) has become a significant source of many environmental risks. The majority of the governments enforce the use of PPE in public areas, such as beaches. Thus, the use and disposal of PPE have compromised most solid waste management strategies, ultimately leading to the occurrence of PPE polluting the marine environment. The present study aimed to monitor the PPE pollution associated with COVID-19 along the coastline of Agadir, Morocco. In parallel, the influence of the activities carried out in each sampled beach before and after the lockdown break was reported. Overall, a total number of 689 PPE items were identified, with a mean density of 1.13 × 10(-5) PPE m(-2) (0-1.21 × 10(-4) PPE m(-2)). The majority of the PPE items found were face masks (96.81%), out of which 98.4% were surgical masks and 1.6% were reusable cloth masks. The most polluted sites were the beaches with recreational activities, followed by surfing, and fishing as the main activity. Importantly, PPE density increased significantly after lockdown measures. Additionally, the discarded PPE sampled in the supralittoral zone was higher than PPE recorded in the intertidal zone. This confirms that PPE items are driven by the beachgoers during their visit. PPE items are a source of microplastic and chemical pollutants, a substrate to invasive species colonization, and a potential threat of entanglement, ingestion, and/or infection among apex predators. In the specific case of Agadir beaches, significant efforts are required to work on the lack of environmental awareness and education. It is recommended to improve beach cleaning strategies and to penalize incorrect PPE disposal. Additional alternatives may be adopted, as the involvement of biodegradable materials in PPE manufacturing, recycling through pyrolysis, and encouraging reusable and washable masks.",2021,"Sci Total Environ","798","","149282",34332387,"10.1016/j.scitotenv.2021.149282","Africa"
"33","Diagnosis of vulnerability and impact of covid-19 on the fisheries sector in Morocco","Acerbi, Mercelo H; Balghazi, Saad; Anouar, Khalid","",2021,"","","","",NA,"","Africa"
"34","Covid-19 and Confinement: Effect on Weight Load, Physical Activity and Eating Behavior of Higher Education Students in Southern Morocco","Boukrim, M.; Obtel, M.; Kasouati, J.; Achbani, A.; Razine, R.","BACKGROUND: Pandemic confinement of COVID-19 may influence dietary behaviors and physical activity, and increases the risk of stress, especially among adolescents. This increases the subsequent risk of degenerative diseases such as obesity, diabetes, cardiovascular disease, etc., which can lead to a higher risk of death. This study aims to evaluate the effect of confinement on the weight load, physical activity and dietary behavior of higher education students during the period of confinement. METHODS: Data was collected by an anonymous online questionnaire with 406 students. Physical activity was evaluated with the International Physical Activity Questionnaire. A reference score of the National Nutrition and Health Program (PNNS-GS) was used to determine the dietary habits. Stress appreciation was assessed by using a psychological instrument known as the ""Perceived Stress Scale"" provided by Mind Garden. RESULTS: More than a quarter of the students were overweight or obese. During the confinement of COVID-19, most of the students suffered from nutritional disorders, only one-third were moderately physically active, and the majority of students were at risk of stress. Multivariate analysis showed that the concept of threat of Stress increases the risk of weight gain at a risk level of 2.4 [95% CI 1.09-5.43], low physical activity increases the risk level to 1.9 [95% CI 1.18-3.04]. However, a balanced diet is protective against the occurrence of weight gain (ORa = 0.30, [95% CI 0.15-0.61]). CONCLUSION: The study showed that confinement appeared to contribute to weight gain and those students were more sedentary than active with unhealthy eating behaviors. Understanding these behaviors during COVID-19 confinement will help public health authorities implement future policies on recommendations when new pandemics arrive and confinement policies are implemented.",2021,"Ann Glob Health","87","1","7",33505866,"10.5334/aogh.3144","Africa"
"35","The Covid-19 Pandemic and the Fisheries Sector in Africa","","",2021,"","","","",NA,"","Africa"
"36","Socially distanced school-based nutrition program under COVID 19 in the rural Niger Delta","Francis, N. N.; Pegg, S.","The Niger Delta region of Nigeria is widely recognized as a complex and contentious space for oil exploration and production. Over the past few decades, the Niger Delta has witnessed large-scale mass peaceful mobilizations and rebellion-like conditions from violent militia groups. Oil companies have been implicated in violence perpetrated by Nigerian security forces. Local host communities have suffered greatly from corruption, political instability, violence and the environmental devastation of their farmlands and fishing grounds. Oil companies have increasingly turned to corporate social responsibility (CSR) initiatives to attempt to build or repair relations with oil-producing communities. There are also governmental and non-governmental humanitarian actors supporting various initiatives in the oil-producing areas. This article highlights the challenges that one long running micro-scale development project has faced due to the COVID 19 disease outbreak and the closure of all schools in Rivers State, Nigeria in March 2020. The school closures have halted some initiatives, but our weekly nutritional program has continued in new, socially distanced forms.",2020,"Extr Ind Soc","7","2","576-579",32322535,"10.1016/j.exis.2020.04.007","Africa"
"37","“Essential non-essentials”: COVID-19 policy missteps in Nigeria rooted in persistent myths about African food supply chains","Liverpool-Tasie, L. S. O.; Reardon, T.; Belton, B.","Food supply chains are extremely important for food access and livelihoods across Africa, but their role is often overlooked and underappreciated. Under normal conditions, the gap between myth and reality can result in the design of policies and programs with limited or negative impacts on food security and welfare. The shock of COVID-19 has heightened this disconnect, with potentially dire consequences for food security. This paper demonstrates the importance of recognizing and accounting for the essential role of food supply chains when designing policy and interventions, particularly in response to COVID-19, and provides recommendations for action based on current realities. © 2020 The Authors. Applied Economic Perspectives and Policy published by Wiley Periodicals LLC. on behalf of Agricultural & Applied Economics Association.",2021,"Applied Economic Perspectives and Policy","43","1","205-224",NA,"10.1002/aepp.13139","Africa"
"38","Household food security and the COVID-19 pandemic in Nigeria","Ibukun, C. O.; Adebayo, A. A.","Pivotal to human development and the sustainable development goals is food security, which remains of substantial concern globally and in Nigeria, particularly during the COVID-19 pandemic despite various palliatives and intervention initiatives launched to improve household welfare. This study examined the food security status of households during the pandemic and investigated its determinants using the COVID-19 National Longitudinal Phone Survey (COVID-19 NLPS). In analysing the data, descriptive statistics, bivariate as well as multivariate analysis were employed. Findings from the descriptive statistics showed that only 12% of the households were food secure, 5% were mildly food insecure, 24.5% were moderately food insecure and over half of the households (58.5%) experienced severe food insecurity. The result from the ordered probit regression identified socioeconomic variables (education, income and wealth status) as the main determinants of food security during the pandemic. This study indicates that over two-thirds of households were threatened by food insecurity in Nigeria. The finding indicates the gross inadequacy of government palliative support and distribution. Thus, regarding policy implication, interventions and palliatives should be well planned and consistent with household size and needs.",2021,"Afr Dev Rev","33","Suppl 1","S75-s87",34149240,"10.1111/1467-8268.12515","Africa"
"39","Assessment of the Immediate and Potential Long-Term Effects of COVID-19 Outbreak on Socioeconomics, Agriculture, Security of Food and Dietary Intake in Nigeria","Obayelu, A. E.; Obayelu, O. A.; Bolarinwa, K. K.; Oyeyinka, R. A.","Nigeria agriculture, food security and dietary intake have not been exempted from the disruptions in countless sectors around the world due to the outbreak of COVID-19. The country first experienced the outbreak on February 27, 2020, and the experience since then has shown negative effects not only on the socioeconomic conditions but also on agriculture, food security and dietary intake. Long term in-depth analysis of the effects of this pandemic on food security and dietary intake using quantitative data is still very difficult due to paucity of data and the great level of the improbability of the trajectory of the spread of the Virus. This study is a rapid assessment of the short and long-term potential effects of the disease. It relied on a review of situation reports especially by the Nigeria Centre of Disease Control and other reports around the world on COVID-19, personal observations, and public opinion via mobile telephone survey of Lagos and Oyo States, Nigeria. Findings show that food demand and supply shocks caused by COVID-19 outbreak affect agriculture, food and dietary intake negatively through COVID-19 policies. It leads to a reduction in household income coupled with hike in food prices. Owing to the Nigeria's crude farming practice, there was a scarcity of hired labour required for production process during 2020 farming season. This implies a high likelihood of low output and further surge in food prices in the future. Food access was also compromised with the accumulation of unsold fresh produce by the smallholder farmers and the low salary earners during movement restrictions and of loss income as a result of international border closure. Food and dietary intake is affected as people are shifting diets to more affordable and low quality foods, while food stability is not guaranteed due to market insecurity, prompting an extraordinary level of indecision. The study concludes that the shock of COVID-19 is not only a demand management problem but a multidimensional crisis requiring monetary, fiscal, and health policy responses with global collaboration and cooperation.",2021,"Food Ethics","6","1","5",33758778,"10.1007/s41055-021-00085-w","Africa"
"40","Impacts of reduced deposition of atmospheric nitrogen on coastal marine eco-system during substantial shift in human activities in the twenty-first century","Mumtaz, F.; Arshad, A.; Mirchi, A.; Tariq, A.; Dilawar, A.; Hussain, S.; Shi, S.; Noor, R.; Noor, R.; Daccache, A.; Siddique, M. A.; Bashir, B.; Li, L.; Wang, D.; Tao, Y.","The novel infectious disease (COVID-19) took only a few weeks from its official inception in December 2019 to become a global pandemic in early 2020. Countries across the world went to lockdown, and various strict measures were implemented to reduce the further spread of the infection. Although, the strict lockdown measures were aimed at stopping the spread of COVID-19, however, Its positive implications were also observed for the environmental conditions across the global regions. The present study attempted to explore the eco-restoration of coastal marine system in response to reduced deposition of atmospheric nitrogen (NO2) emission during the substantial shift in human activities across the global metropolitan cities. Remotely data of NO2 emission were taken from Ozone Monitoring Instrument and the coastal water quality along the marine system was estimated from MODIS-Aqua Level-3 using Semi-Analytic Sediment Model (SASM). The changes in tropospheric NO2 in 2020s were also compared with the long-term average changes over the baseline period 2015 − 2019. A significant reduction in anthropogenic mobility (85 − 90%) has been observed in almost all countries over different places, especially grocery, parks, workplaces, and transit stations. A massive reduction in tropospheric NO2 was detected in Wuhan (53%), Berlin (42%), London (41%), Karachi (40%), Paris (38%), Santiago (35%), and Chennai (34%) during the strict lockdown period of the early 2020 as compared to the last five years. However, after the partial lockdown was lifted, tropospheric NO2 values bounced back and slightly increased over Karachi (6%) and Bremen (12%). For water turbidity, the rate of reduction was found to be the highest along the different coastal regions of the Mediterranean Sea and Black Sea (51%), West Atlantic Ocean (32%), East Atlantic Ocean (29%), and Indian Ocean (21%) from Apr to Jun 2020. The monthly comparison of overland-runoff in 2020 compared to 2019 across the different costal watersheds indicates that the observed decline in turbidity might have been due to the reduced deposition of atmospheric nitrogen. The findings of this study suggest that the recent decline in tropospheric NO2 and water turbidity might be associated with reduced emissions from fossil fuels and road transports followed by COVID-19 forced restrictions in the twenty-first century. The inferences made here highlight the hope of improving the global environmental quality by reducing greenhouse gas emissions using innovative periodic confinement measures on heavy transport and industries while securing public health and socioeconomics. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",2021,"Geomatics, Natural Hazards and Risk","12","1","2023-2047",NA,"10.1080/19475705.2021.1949396","Africa"
"41","Preliminary lessons from COVID-19 disruptions of small-scale fishery supply chains","Bassett, Hannah R.; Lau, Jacqueline; Giordano, Christopher; Suri, Sharon K.; Advani, Sahir; Sharan, Sonia","• COVID-19 and associated mitigation measures have disrupted small-scale fishery (SSF) supply chains. • Case studies of SSF supply chains' responses to the pandemic examined to consider their adaptive capacity and resilience. • Shift from global to local distribution channels observed across all case studies. • Pre-existing networks and digital technology facilitated this shift. • Over-reliance on global supply chains leads to inherent vulnerabilities. The ongoing COVID-19 pandemic and associated mitigation measures have disrupted global systems that support the health, food and nutrition security, and livelihoods of billions of people. These disruptions have likewise affected the small-scale fishery (SSF) sector, disrupting SSF supply chains and exposing weaknesses in the global seafood distribution system. To inform future development of adaptive capacity and resilience in the sector, it is important to understand how supply chain actors are responding in the face of a macroeconomic shock. Comparing across seven SSF case studies in four countries, we explore how actors are responding to COVID-19 disruptions, identify constraints to adaptive responses, and describe patterns of disruption and response across cases. In all cases examined, actors shifted focus to local and regional distribution channels and particularly drew on flexibility, organization, and learning to re-purpose pre-existing networks and use technology to their advantage. Key constraints to reaching domestic consumers included domestic restrictions on movement and labor, reduced spending power amongst domestic consumers, and lack of existing distribution channels. In addition, the lack of recognition of SSFs as essential food-producers and inequities in access to technology hampered efforts to continue local seafood supply. We suggest that the initial impacts from COVID-19 highlight the risks in of over-reliance on global trade networks. The SSFs that were able to change strategies most successfully had local organizations and connections in place that they leveraged in innovative ways. As such, supporting local and domestic networks and flexible organizations within the supply chain may help build resilience in the face of future macroeconomic shocks. Importantly, bolstering financial wellbeing and security within the domestic market both before and during such large-scale disruptions is crucial for supporting ongoing supply chain operations and continued food provision during macroeconomic crises. [ABSTRACT FROM AUTHOR]
Copyright of World Development is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",2021,"World Development","143","","N.PAG-N.PAG",149870617,"10.1016/j.worlddev.2021.105473","Africa"
"42","Climate change and COVID-19: reinforcing Indigenous food systems","Zavaleta-Cortijo, C.; Ford, J. D.; Arotoma-Rojas, I.; Lwasa, S.; Lancha-Rucoba, G.; García, P. J.; Miranda, J. J.; Namanya, D. B.; New, M.; Wright, C. J.; Berrang-Ford, L.; Harper, S. L.","",2020,"Lancet Planet Health","4","9","e381-e382",32777205,"10.1016/s2542-5196(20)30173-x","Africa"
"43","Covid‐19 Impacts","","Sales of food and other commodities are being interrupted by the measures being taken throughout the continent to counter the spread of Covid-19. The industry is discussing relief measures with the government such as delaying tax payments or early payment of VAT refunds, he said. Farmers had been looking to the sales for signs of hope after a downturn in 2019 when the industry made just over $500m compared to $736m in 2018. [Extracted from the article]
Copyright of Africa Research Bulletin: Economic, Financial & Technical Series is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",2020,"Africa Research Bulletin: Economic, Financial & Technical Series","57","3","22951B-22951C",143217840,"10.1111/j.1467-6346.2020.09453.x","Africa"
"44","Covid-19 impacts on women fish processors and traders in sub-Saharan Africa","","",2021,"","","","",NA,"","Africa"
"45","COVID-19 impacts on women fish processors and traders in sub-Saharan Africa: Insights and recommendations for building forward better","Atkins, Molly; McDougall, Cynthia; Cohen, Philippa J","",2021,"","","","",NA,"","Africa"
"46","Spatio-temporal analysis of surface water quality in mokopane area, limpopo, South Africa","Molekoa, M. D.; Avtar, R.; Kumar, P.; Minh, H. V. T.; Dasgupta, R.; Johnson, B. A.; Sahu, N.; Verma, R. L.; Yunus, A. P.","Considering the well-documented impacts of land-use change on water resources and the rapid land-use conversions occurring throughout Africa, in this study, we conducted a spatiotemporal analysis of surface water quality and its relation with the land use and land cover (LULC) pattern in Mokopane, Limpopo province of South Africa. Various physico-chemical parameters were analyzed for surface water samples collected from five sampling locations from 2016 to 2020. Time-series analysis of key surface water quality parameters was performed to identify the essential hydrological processes governing water quality. The analyzed water quality data were also used to calculate the heavy metal pollution index (HPI), heavy metal evaluation index (HEI) and weighted water quality index (WQI). Also, the spatial trend of water quality is compared with LULC changes from 2015 to 2020. Results revealed that the concentration of most of the physico-chemical parameters in the water samples was beyond the World Health Organization (WHO) adopted permissible limit, except for a few parameters in some locations. Based on the calculated values of HPI and HEI, water quality samples were categorized as low to moderately polluted water bodies, whereas all water samples fell under the poor category (>100) and beyond based on the calculated WQI. Looking precisely at the water quality’s temporal trend, it is found that most of the sampling shows a deteriorating trend from 2016 to 2019. However, the year 2020 shows a slightly improving trend on water quality, which can be justified by lowering human activities during the lockdown period imposed by COVID-19. Land use has a significant relationship with surface water quality, and it was evident that built-up land had a more significant negative impact on water quality than the other land use classes. Both natural processes (rock weathering) and anthropogenic activities (wastewater discharge, industrial activities etc.) were found to be playing a vital role in water quality evolution. This study suggests that continuous assessment and monitoring of the spatial and temporal variability of water quality in Limpopo is important to control pollution and health safety in the future. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2021,"Water (Switzerland)","13","2","",NA,"10.3390/w13020220","Africa"
"47","Growing and eating food during the COVID-19 pandemic: Farmers’ perspectives on local food system resilience to shocks in Southern Africa and Indonesia","Paganini, N.; Adinata, K.; Buthelezi, N.; Harris, D.; Lemke, S.; Luis, A.; Koppelin, J.; Karriem, A.; Ncube, F.; Aguirre, E. N.; Ramba, T.; Raimundo, I.; Sulejmanović, N.; Swanby, H.; Tevera, D.; Stöber, S.","The COVID-19 outbreak forced governments to make decisions that had adverse effects on local food systems and supply chains. As a result, many small-scale food producers faced difficulties growing, harvesting, and selling their goods. This participatory research examines local small-scale farmers’ challenges as farmers but also as consumers and their coping strategies during the month of April and one week in June 2020. The study was initiated and conceptualized in collaboration with small-scale farmer members of an existing research network in selected urban and rural areas in South Africa, Mozambique, Zimbabwe, and Indonesia. Participants co-designed the research, collected and uploaded data through digital survey tools, and contributed to data analysis and interpretation. A common observation across regions is that the measures imposed in response to COVID-19 highlighted and partly exacerbated existing socio-economic inequalities among food system actors. Strict lockdowns in Cape Town, South Africa, and Masvingo, Zimbabwe, significantly restricted the production capacity of small-scale farmers in the informal economy and created more food insecurity for them. In Maputo, Mozambique, and Toraja and Java, Indonesia, local food systems continued to operate and were even strengthened by higher social capital and adaptive capacities. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020,"Sustainability (Switzerland)","12","20","1-26",NA,"10.3390/su12208556","Africa"
"48","Impacts of covid-19 on diverse farm systems in tanzania and south africa","Tripathi, H. G.; Smith, H. E.; Sait, S. M.; Sallu, S. M.; Whitfield, S.; Jankielsohn, A.; Kunin, W. E.; Mazibuko, N.; Nyhodo, B.","Emerging information on the interactions between the COVID-19 pandemic and global food systems have highlighted how the pandemic is accentuating food crises across Africa. Less clear, however, are how the impacts differ between farming systems. Drawing on 50 key informant interviews with farmers, village leaders and extension officers in South Africa and Tanzania, we identify the effects of COVID-19 and associated measures to curb the spread of the disease on farming production systems, the coping mechanisms adopted by farmers, and explore their longer-term plans for adaptation. We focus on a diverse range of production systems, from small-scale mixed farming systems in Tanzania to large-scale corporate farms in South Africa. Our findings highlight how COVID-19 restrictions have interrupted the supply chains of agricultural inputs and commodities, increasing the storage time for produce, decreasing income and purchasing power, and reducing labour availability. Farmers’ responses were heterogeneous, with highly diverse small-scale farming systems and those less engaged with international markets least affected by the associated COVID-19 measures. Large-scale farmers were most able to access capital to buffer short-term impacts, whereas smaller-scale farms shared labour, diversified to subsistence produce and sold assets. However, compounded shocks, such as recent extreme climate events, limited the available coping options, particularly for smaller-scale and emerging farmers. The study highlights the need to understand the characteristics of farm systems to better equip and support farmers, particularly in contexts of uncertainty. We propose that policy actions should focus on (i) providing temporary relief and social support and protection to financially vulnerable stakeholders, (ii) job assurance for farmworkers and engaging an alternative workforce in farming, (iii) investing in farming infrastructure, such as storage facilities, digital communication tools and extension services, and (iv) supporting diversified agroecological farming systems. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2021,"Sustainability (Switzerland)","13","17","",NA,"10.3390/su13179863","Africa"
"49","COVID-19 virus outbreak lockdown: What impacts on household food wastage?","Jribi, S.; Ben Ismail, H.; Doggui, D.; Debbabi, H.","The 2019-2020 coronavirus disease (COVID-19) is a public health issue. Lockdown is among options suggested to reduce spread of the virus. This study aimed to determining the impact of COVID-19 lockdown on Tunisian consumer awareness, attitudes and behaviors related to food wastage. An online survey was conducted during the first 2 weeks of COVID-19 lockdown. The survey collected information on demographic data, awareness and attitudes toward food waste, food purchase behavior and household food expenditure estimation; extent of household food waste; willingness and information needs to reduce food waste. This study included 284 respondents. About 89% of respondents claimed to be aware of food waste, and the COVID-19 lockdown would impact for 93% of respondents, their waste levels, and for 80%, their grocery shopping habits. Interestingly, the COVID-19 lockdown improved food shopping performances and pushed toward a positive behavioral change regarding food wastage: 85% respondents declared nothing of what they bought would be discarded, and most of the respondents have set up a strategy of saving, storing and eating leftovers. The most cited reasons given for discarding food were overcooking, inappropriate storage and overbuying. Consumers' changes in food waste prevention might be probably driven more by the socioeconomical context of the COVID-19 lockdown (i.e. food availability, restricted movements, loss of income), than by a pro-environmental concern. Finally, our study pointed out the consumers' needs of information for taking further action. In conclusion, our study can constitute a basis to further promote household food waste prevention behavior, outlasting the COVID-19 crisis.",2020,"Environ Dev Sustain","22","5","3939-3955",32837271,"10.1007/s10668-020-00740-y","Africa"
"50","An analysis of the effect of COVID-19 pandemic on wildlife protection in protected areas of Zimbabwe in 2020","Ndlovu, M.; Matipano, G.; Miliyasi, R.","The COVID-19 pandemic brought about unprecedented effects on the conservation and protection of wildlife in protected areas. In response to the COVID-19 pandemic, the government of Zimbabwe imposed lockdown measures to prevent and control the spread of the pandemic. The inability of researchers to conduct field-based research led to office-based research to determine the impacts of the pandemic on conservation. The objective of this study was to find out how the pandemic had affected the security of wildlife in protected areas of Zimbabwe in 2020. The researchers divided 2020 into three periods, 'no' lockdown, 'full' lockdown, and 'partial' lockdown. Data on wildlife protection, illegal activities and tourism performance was collected at the station level using a similar format and submitted to a central place for consolidation and analysis. Parametric and non-parametric tests were conducted based on the normality status of the data variables. The study findings are that (i) The number of rangers conducting law enforcement activities in 2020 remained the same, (ii) Rise in local poaching of wildlife with a peak in the dry season, increase in illegal fishing, and illegal mining activity during the period of 'full' lockdown, (iii) Tourist arrivals and revenue generated from regional and international tourism showed a significant decline during 'full' lockdown and 'partial' lockdown (iv) Domestic arrivals increased as expected during 'partial' lockdown. This study corroborates the potential negative implications of the COVID-19 pandemic on wildlife protection which would continue to worsen with the prolonging pandemic. One lesson from this study is that the Zimbabwe Parks and Wildlife Management Authority (ZPWMA) wildlife protection efforts in 2020 were sustained using financial reserves as a safety net and support from conservation partners. There is a need to ensure conservation safety nets through diversifying funding sources and creating financial reserves for conservation.",2021,"Sci Afr","14","","e01031",34746521,"10.1016/j.sciaf.2021.e01031","Africa"
