"","Title","Authors","Abstract","Published.Year","Journal","Volume","Issue","Pages","Accession.Number","DOI","region"
"23","Temporal Variability of Microparticles Under the Seattle Aquarium, Washington State: Documenting the Global Covid-19 Pandemic","Harris, L. S. T.; La Beur, L.; Olsen, A. Y.; Smith, A.; Eggers, L.; Pedersen, E.; Van Brocklin, J.; Brander, S. M.; Larson, S.","Anthropogenic debris including microparticles (<5 mm) are ubiquitous in marine environments. The Salish Sea experiences seasonal fluctuations in precipitation, river discharge, sewage overflow events, and tourism-all variables previously thought to have an impact on microparticle transport and concentrations. Our goals are two-fold: 1) describe long-term microparticle contamination data including concentration, type, and size; and 2) determine if seasonal microparticle concentrations are dependent on environmental or tourism variables in Elliott Bay, Salish Sea. We sampled 100 L of seawater at a depth of approximately 9 m at the Seattle Aquarium, Seattle, Washington State, United States, approximately every two weeks from 2019 through 2020 and used an oil extraction protocol to separate microparticles. We found that microparticle concentrations ranged from 0 to 0.64 particles L(-1) and fibers were the most common type observed. Microparticle concentrations exhibited a breakpoint on 10 April 2020, where estimated slope and associated microparticle concentration significantly declined. Further, when considering both environmental as well as tourism variables, temporal microparticle concentration was best described by a mixed-effects model, with tourism as the fixed effect and the person counting microparticles as the random effect. Although monitoring efforts presented set out to identify effects of seasonality and interannual differences in microparticle concentrations, it instead captured an effect of decreased tourism due to the global Covid-19 pandemic. Long-term monitoring is critical to establish temporal microparticle concentrations and to help researchers understand if there are certain events, both seasonal and sporadic (e.g., rain events, tourism, or global pandemics), when the marine environment is more at risk from anthropogenic pollution. Environ Toxicol Chem 2021;00:1-14. © 2021 Seattle Aquarium. Environmental Toxicology and Chemistry published by Wiley Periodicals LLC on behalf of SETAC.",2021,"Environ Toxicol Chem","","","",34379816,"10.1002/etc.5190","North America"
"24","COVID-19's Impact on Farmers Market Sales in the Washington, D.C., Area","O'Hara, J. K.; Woods, T. A.; Dutton, N.; Stavely, N.","We use a sales database of farmers market vendors in the Washington, D.C., area to estimate how first half 2020 sales were impacted by the coronavirus (COVID-19) outbreak. We use 2019 data as a counterfactual for sales that would have occurred in 2020 in the absence of COVID-19. For neighborhood weekend markets that were able to remain open during the pandemic, the change in 2020 average sales between the winter and spring is between 75% and 79% lower than in 2019. Other farmers markets, particularly weekday markets in business districts, experienced delayed openings or were closed for the entire year. ©",2021,"Journal of Agricultural and Applied Economics","53","1","94-109",NA,"10.1017/aae.2020.37","North America"
"25","Shifts in Sources of Food but Stable Nutritional Outcomes among Children in the Early Months of the COVID-19 Pandemic","Borger, C.; Paolicelli, C.; Ritchie, L.; Whaley, S. E.; DeMatteis, J.; Sun, B.; Zimmerman, T. P.; Reat, A.; Dixit-Joshi, S.","Early in the COVID-19 pandemic, the U.S. Department of Agriculture (USDA), State governments, and school districts took unprecedented steps to mitigate the pandemic's impact on students' nutrition. To examine the effect of emergency responses on 6-year-old children's nutritional outcomes, this study analyzed longitudinal data from a national study of children's feeding practices, the Special Supplemental Nutrition Program for Women, Infants, and Children-Infant and Toddler Feeding Practices Study-2 (WIC ITFPS-2). Findings include no differences in food insecurity prevalence; however, there were shifts in sources of food, with children in the post-COVID-emergency-declaration (post-ED) group consuming more dietary energy from stores and community food programs and less from restaurants and schools than children in the pre-COVID-emergency-declaration (pre-ED) group (p < 0.01 for all comparisons). Examination of within-person mean differences in 2015 Healthy Eating Index scores and nutrient intakes between ages 5 and 6 years revealed few statistically significant differences between the two groups: children in the post-ED group consumed slightly fewer vegetables (p = 0.02) and less sodium (p = 0.01) than their pre-ED peers. Findings suggest emergency efforts to maintain children's nutrition were largely successful in the early months of the pandemic. Research is needed to understand the mechanisms by which emergency efforts contributed to these findings.",2021,"Int J Environ Res Public Health","18","23","",34886351,"10.3390/ijerph182312626","North America"
"26","Measuring the Impact of the COVID-19 Shutdown on Great Lakes Water Quality Using Remote Sensing","Bosse, K. R.; Sayers, M. J.; Shuchman, R. A.; Lekki, J.; Tokars, R.","The states of Michigan and Ohio issued shutdown orders in mid-March 2020 in an attempt to slow the spread of the coronavirus (COVID-19), resulting in widespread disruption to economic and human activity. This study, which was commissioned by NASA headquarters, utilized satellite remote sensing data from the Visible Infrared Imaging Radiometer Suite sensor onboard the Suomi National Polar-orbiting Partnership satellite to investigate whether these changes in activity led to any short-term changes in water quality in the Great Lakes region by comparing 2020 data to a historic baseline. The water quality parameters examined included chlorophyll-a (CHL) and total suspended solids (TSS) concentrations, water clarity, and harmful algal bloom (HAB) extent. These parameters were investigated in two Great Lakes basins which experience significant anthropogenic pressure: the western basin of Lake Erie (WBLE) and Saginaw Bay in Lake Huron (SBLH). TSS concentrations in April 2020 were below the historic baseline in both basins, and largely remained low until September. SBLH also experienced elevated CHL concentrations in April which persisted through the summer. Additionally, the WBLE HAB extent was down in 2020 after an early end to the growing season. However, this investigation found that the COVID-19 shutdowns were likely not a direct driver of these short-term anomalies. Instead, recent trends in the indicators and co-occurring anomalies in hydrological and meteorological conditions (e.g., lake temperature, river discharge, and wind speed) appeared to be more responsible for the detected water quality changes. Future work will investigate whether the shutdowns have a long-term or delayed impact on Great Lakes water quality. © Copyright © 2021 Bosse, Sayers, Shuchman, Lekki and Tokars.",2021,"Frontiers in Marine Science","8","","",NA,"10.3389/fmars.2021.673989","North America"
"27","Online food prices during the COVID‐19 pandemic","Hillen, Judith","During the coronavirus disease‐2019 pandemic, online grocery shopping experienced a never seen popularity in many countries. To study how the globally active online grocer Amazon Fresh reacted to this extraordinary demand increase, we analyzed a large dataset of daily price quotes for over 19,000 products for the customer location, Los Angeles. We found that contrary to the US consumer food price index, the overall price level at Amazon Fresh did not increase during the pandemic, but even slightly decreased for several product groups. Amazon seems to follow its low‐price strategy also in the grocery sector, even in times of high demand. However, during the lockdown phase, there were more price increases for certain highly demanded product groups such as frozen and prepared foods. Moreover, fewer prices were communicated as promotional prices. Because this change did not influence the general price level, we conclude that such promotional prices are used more as a marketing tool than as a price‐setting instrument. [ABSTRACT FROM AUTHOR]
Copyright of Agribusiness is the property of John Wiley & Sons, Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",2021,"Agribusiness","37","1","91-107",148147500,"10.1002/agr.21673","North America"
"28","Effects of COVID‐19 on U.S. Aquaculture Farms","Senten, Jonathan; Engle, Carole R.; Smith, Matthew A.","The U.S. aquaculture industry has experienced disruptions due to the global COVID‐19 pandemic. Responses from 537 U.S. aquaculture farms and businesses, collected through an online survey, revealed that the primary impact has been the disruption of traditional marketing channels. This has resulted in a cascade of effects, including the loss of revenue, consequences for farm labor, difficulty securing production inputs and services, and management challenges from on‐farm inventory of unsold fish/shellfish. Results from the Quarter 1 survey confirm that COVID‐19 has, and will continue to, negatively affect U.S. aquaculture for the duration of 2020, and possibly longer. [ABSTRACT FROM AUTHOR]
Copyright of Applied Economic Perspectives & Policy is the property of John Wiley & Sons, Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",2021,"Applied Economic Perspectives & Policy","43","1","355-367",148631507,"10.1002/aepp.13140","North America"
"29","COVID-19 exacerbates unequal food access","Kar, A.; Motoyama, Y.; Carrel, A. L.; Miller, H. J.; Le, H. T. K.","Inequality to food access has always been a serious problem, yet it became even more critical during the COVID-19 pandemic, which exacerbated social inequality and reshaped essential travel. This study provides a holistic view of spatio-temporal changes in food access based on observed travel data for all grocery shopping trips in Columbus, Ohio, during and after the state-wide stay-at-home period. We estimated the decline and recovery patterns of store visits during the pandemic to identify the key socio-economic and built environment determinants of food shopping patterns. The results show a disparity: during the lockdown, store visits to dollar stores declined the least, while visits to big-box stores declined the most and recovered the fastest. Visits to stores in low-income areas experienced smaller changes even during the lockdown period. A higher percentage of low-income customers was associated with lower store visits during the lockdown period. Furthermore, stores with a higher percentage of white customers declined the least and recovered faster during the reopening phase. Our study improves the understanding of the impact of the COVID-19 crisis on food access disparities and business performance. It highlights the role of COVID-19 and similar disruptions on exposing underlying social problems in the US. © 2021 Elsevier Ltd",2021,"Applied Geography","134","","",NA,"10.1016/j.apgeog.2021.102517","North America"
"30","NOAA Fisheries Updated Impact Assessment of the COVID-19 Crisis on the U.S. Commercial Seafood and Recreational For-Hire/Charter Industries","","",2021,"","","","",NA,"","North America"
"31","Early effects of COVID-19 on US fisheries and seafood consumption","White, E. R.; Froehlich, H. E.; Gephart, J. A.; Cottrell, R. S.; Branch, T. A.; Agrawal Bejarano, R.; Baum, J. K.","The US seafood sector is susceptible to shocks, both because of the seasonal nature of many of its domestic fisheries and its global position as a top importer and exporter of seafood. However, many data sets that could inform science and policy during an emerging event do not exist or are only released months or years later. Here, we synthesize multiple data sources from across the seafood supply chain, including unconventional real-time data sets, to show the relative initial responses and indicators of recovery during the COVID-19 pandemic. We synthesized news articles from January to September 2020 that reported effects of COVID-19 on the US seafood sector, including processor closures, shortened fishing seasons and loss of revenue. Concerning production and distribution, we assessed past and present landings and trade data and found substantial declines in fresh seafood catches (−40%), imports (−37%) and exports (−43%) relative to the previous year, while frozen seafood products were generally less affected. Google search trends and seafood market foot traffic data suggest consumer demand for seafood from restaurants dropped by upwards of 70% during lockdowns, with recovery varying by state. However, these declines were partially offset by an increase (270%) in delivery and takeout service searches. Our synthesis of open-access data sets and media reports shows widespread, but heterogeneous, ramifications of COVID-19 across the seafood sector, implying that policymakers should focus support on states and sub-sectors most affected by the pandemic: fishery-dependent communities, processors, and fisheries and aquaculture that focus on fresh products. © 2020 John Wiley & Sons Ltd",2021,"Fish and Fisheries","22","1","232-239",NA,"10.1111/faf.12525","North America"
"32","U.S. Seafood Industry and For-Hire Sector Impacts from COVID-19: 2020 in Perspective","","The COVID-19 pandemic caused large scale disruption to the U.S. economy and global markets in 2020. As states implemented a suite of social distancing measures in March 2020 to restrict the spread of the virus, large seg- ments of the economy shutdown causing gross domestic product (GDP) to contract 9.03% in the second quarter relative to the previous year. The contraction was so severe that a recession was declared for March and April 2020. As states began to relax restrictions, the decline
in GDP tapered but remained negative in both the third (-2.8%) and fourth quarter (-2.4%).
This report provides a snapshot of the effects of COVID- 19 on the seafood industry (commercial harvesters, aquaculture, seafood dealers and processors) and for- hire fishing sector for 2020. As documented herein, the impacts to the seafood industry and for-hire sector were immediate, more severe and more long-lasting than those incurred in most other sectors of the economy.",2021,"","","","",NA,"","North America"
"33","COVID-19's Impact on American Women's Food Insecurity Foreshadows Vulnerabilities to Climate Change","Belsey-Priebe, M.; Lyons, D.; Buonocore, J. J.","The COVID-19 pandemic is wreaking havoc on human lives and the global economy, laying bare existing inequities, and galvanizing large numbers to call for change. Women are feeling the effects of this crisis more than others. This paper explores the pre-COVID relationships and amplified negative feedback loops between American women's economic insecurity, lack of safety, and food insecurity. We then examine how COVID-19 is interacting with these intersecting risks and demonstrate how climate change will likely similarly intensify these feedback loops. The COVID-19 pandemic may be revealing vulnerabilities that societies will face in the wake of an increasingly warming world. It is also an opportunity to build resilience, inclusiveness, and equity into our future, and can help inform how to include gender equity in both COVID-19 and climate recovery policies. Finally, we identify possible strategies to build resilience, specifically highlighting that gendered economic empowerment may create a buffer against environmental health hazards and discuss how these strategies could be integrated into a women-centered Green New Deal.",2021,"Int J Environ Res Public Health","18","13","",34206797,"10.3390/ijerph18136867","North America"
"34","Securing a sustainable future for US seafood in the wake of a global crisis","Froehlich, H. E.; Gentry, R. R.; Lester, S. E.; Cottrell, R. S.; Fay, G.; Branch, T. A.; Gephart, J. A.; White, E. R.; Baum, J. K.","The United States seafood industry is undergoing rapid change, as a result of the current trade war with China, ongoing global COVID-19 pandemic, and new governance mandates. The Executive Order on Promoting American Seafood Competitiveness and Economic Growth, signed in May 2020, proposes wild-capture fisheries deregulation and prioritization of aquaculture, with an emphasis on offshore development. Recent disruption of wild-caught seafood supply and demand could create space for sustainable aquaculture growth, but expansion could also undermine wild fisheries livelihoods and economics if integrated management between industries is ignored. Here, we review the current state of US seafood and outline five guiding principles around the implementation, and possible modifications, of the Executive Order to facilitate sustainable US fisheries and aquaculture: (1) make precise and strategic fisheries reforms that continue to support sustainable wild fisheries, (2) integrate aquaculture and fisheries using an ecosystem-based approach, (3) improve aquaculture data collection, (4) address social resistance to aquaculture, and (5) reconcile nationalism in a global market. Regardless of the Head of State, implementation of these science-informed principles is critical for balancing social-ecological tradeoffs between wild captured and farmed seafood systems, and for ensuring a more resilient US seafood sector under an anticipated future of increased volatility. © 2020 Elsevier Ltd",2021,"Marine Policy","124","","",NA,"10.1016/j.marpol.2020.104328","North America"
"35","Adherence to healthy food choices during the COVID-19 pandemic in a U.S. population attempting to lose weight","Mitchell, E. S.; Yang, Q.; Behr, H.; Deluca, L.; Schaffer, P.","BACKGROUND AND AIMS: Food preferences are often modified in populations during stressful, unanticipated events. We examined how a U.S. population's food choices changed during the beginning of the COVID-19 stay-at-home orders, specifically during the spring of 2020. METHODS AND RESULTS: Daily dietary intake data from a digital behavior change weight loss program, which includes an interface for logging meals, beverages, and snacks, were analyzed to assess self-reported food choices from March 5-March 11, 2020 (""Start-COVID"") and during the first week of the COVID-19 lockdown (March 12-March 18, 2020; ""during-COVID""). The final sample consisted of 381,564 participants: 318,076 (83.4%) females, the majority who were aged 45-65 years (45.2%). Results indicate that self-reported servings of fresh fruit and vegetable intake decreased from start-to during-COVID, while intake of red meat and starchy vegetables increased. More men than women increased their intake of red meat and processed meat. Less overall change in fruit and vegetable consumption was seen in those 66 and older, compared to aged 18-35. Lean meat and starchy vegetable intake increased in older participants, but the change was negligible in younger subjects. More subjects aged 18-35 years reduced their intake of caffeine, desserts, lean meat, and salads compared to older participants. No changes were observed in snack or alcohol intake logged. CONCLUSION: This study revealed that particular food groups were altered according to age and gender during the first weeks of COVID lockdown. Understanding changes in food choices during a crisis may be useful for preparing supply chains and public health responses.",2021,"Nutr Metab Cardiovasc Dis","31","7","2165-2172",34039503,"10.1016/j.numecd.2021.03.009","North America"
"36","Impacts of COVID-19 on U.S. aquaculture, aquaponics, and allied businesses","van Senten, J.; Smith, M. A.; Engle, C. R.","",2020,"J World Aquac Soc","51","3","574-577",32834474,"10.1111/jwas.12715","North America"
"37","Impacts of covid-19 on U.S. aquaculture, aquaponics, and allied businesses: Q1 results","van Senten, Jonathan; Smith, Matthew A.; Engle, Carole R.","",2020,"","","","",NA,"","North America"
"38","Examining Food Purchase Behavior and Food Values During the COVID‐19 Pandemic","Ellison, Brenna; McFadden, Brandon; Rickard, Bradley J.; Wilson, Norbert L. W.","The COVID‐19 pandemic has altered conceptions of ""normal"" globally, including food purchasing and acquisition decisions. In this paper, we surveyed a panel of 1,370 U.S. households four times during the COVID‐19 pandemic from mid‐March to late April 2020. With this unique panel, we observe changes in food expenditures, shopping behaviors, and food values as the pandemic evolved. Our results reveal reductions in food‐away‐from‐home expenditures and increases in online grocery shopping. Food values appear to be fairly stable in the early stages of the pandemic; however, decreases in the importance of price and nutrition reveal tradeoffs households make during the pandemic. [ABSTRACT FROM AUTHOR]
Copyright of Applied Economic Perspectives & Policy is the property of John Wiley & Sons, Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",2021,"Applied Economic Perspectives & Policy","43","1","58-72",148631500,"10.1002/aepp.13118","North America"
"39","Increases in Health-Related Workplace Absenteeism Among Workers in Essential Critical Infrastructure Occupations During the COVID-19 Pandemic - United States, March-April 2020","Groenewold, M. R.; Burrer, S. L.; Ahmed, F.; Uzicanin, A.; Free, H.; Luckhaupt, S. E.","During a pandemic, syndromic methods for monitoring illness outside of health care settings, such as tracking absenteeism trends in schools and workplaces, can be useful adjuncts to conventional disease reporting (1,2). Each month, CDC's National Institute for Occupational Safety and Health (NIOSH) monitors the prevalence of health-related workplace absenteeism among currently employed full-time workers in the United States, overall and by demographic and occupational subgroups, using data from the Current Population Survey (CPS).* This report describes trends in absenteeism during October 2019-April 2020, including March and April 2020, the period of rapidly accelerating transmission of SARS-CoV-2, the virus that causes coronavirus disease 2019 (COVID-19). Overall, the prevalence of health-related workplace absenteeism in March and April 2020 were similar to their 5-year baselines. However, compared with occupation-specific baselines, absenteeism among workers in several occupational groups that define or contain essential critical infrastructure workforce(†) categories was significantly higher than expected in April. Significant increases in absenteeism were observed in personal care and service(§) (includes child care workers and personal care aides); healthcare support(¶); and production** (includes meat, poultry, and fish processing workers). Although health-related workplace absenteeism remained relatively unchanged or decreased in other groups, the increase in absenteeism among workers in occupational groups less able to avoid exposure to SARS-CoV-2 (3) highlights the potential impact of COVID-19 on the essential critical infrastructure workforce because of the risks and concerns of occupational transmission of SARS-CoV-2. More widespread and complete collection of occupational data in COVID-19 surveillance is required to fully understand workers' occupational risks and inform intervention strategies. Employers should follow available recommendations to protect workers' health.",2020,"MMWR Morb Mortal Wkly Rep","69","27","853-858",32644979,"10.15585/mmwr.mm6927a1","North America"
"40","Alternative Seafood Networks During COVID-19: Implications for Resilience and Sustainability","Stoll, J. S.; Harrison, H. L.; De Sousa, E.; Callaway, D.; Collier, M.; Harrell, K.; Jones, B.; Kastlunger, J.; Kramer, E.; Kurian, S.; Lovewell, M. A.; Strobel, S.; Sylvester, T.; Tolley, B.; Tomlinson, A.; White, E. R.; Young, T.; Loring, P. A.","Export-oriented seafood trade faltered during the early months of the COVID-19 pandemic. In contrast, alternative seafood networks (ASNs) that distribute seafood through local and direct marketing channels were identified as a “bright spot.” In this paper, we draw on multiple lines of quantitative and qualitative evidence to show that ASNs experienced a temporary pandemic “bump” in both the United States and Canada in the wake of supply chain disruptions and government mandated social protections. We use a systemic resilience framework to analyze the factors that enabled ASNs to be resilient during the pandemic as well as challenges. The contrast between ASNs and the broader seafood system during COVID-19 raises important questions about the role that local and regional food systems may play during crises and highlights the need for functional diversity in supply chains. © Copyright © 2021 Stoll, Harrison, De Sousa, Callaway, Collier, Harrell, Jones, Kastlunger, Kramer, Kurian, Lovewell, Strobel, Sylvester, Tolley, Tomlinson, White, Young and Loring.",2021,"Frontiers in Sustainable Food Systems","5","","",NA,"10.3389/fsufs.2021.614368","North America"
"41","The impact of the COVID-19 pandemic on food price indexes and data collection","Mead, Dave; Ransom, Karen; Reed, Stephen B.; Sager, Scott","The article focuses on the impact the COVID-19 pandemic has had on price changes for food categories within the U.S. Bureau of Labor Statistics import/export price indexes, producer price indexes, and consumer price indexes. Topics include the safety precautions has established during the pandemic created data collection challenges for some price indexes, and the actions taken in response has shifted food consumption from restaurants to homes as stay-at-home orders went into effect.",2020,"Monthly Labor Review","","","1-12",146170279,"10.21916/mlr.2020.18","North America"
"42","A noaa fisheries science perspective on the conditions during and after covid-19: Challenges, observations, and some possible solutions, or why the future is upon us","Link, J. S.; Werner, F. E.; Werner, K.; Walter, J.; Strom, M.; Seki, M. P.; Schwing, F.; Rusin, J.; Porch, C. E.; Osgood, K.; Moline, K.; Methot, R. D.; Lynch, P. D.; Lipton, D.; Koch, K.; Howell, E. A.; Hare, J. A.; Foy, R. J.; Detlor, D.; Desfosse, L.; Crofts, J.; Cabana, N.","Many fisheries and marine science organizations are working to determine how to meet their missions in the midst of the COVID-19 outbreak. As such, it seems prudent to exchange ideas, share knowledge, and initiate a discussion among us. As the scientific leadership team for NOAA Fisheries, we wanted to offer some perspectives. Others are also evaluating the impacts of COVID-19 but from the perspective of addressing tactical, day-to-day concerns of restarting operations for various marine and fisheries-oriented organizations. Thus, it seemed appropriate to us to explore the potential challenges posed by COVID-19 and to purposefully ascertain whether there are strategic opportunities for improving how we conduct our operations. We need to find ways to mitigate the effects of COVID-19 on our mission and also to glean information from our responses while in the midst of the crisis. We offer some recommendations to that end and offer these thoughts not as having solved every problem, but to learn from each other, compare across organizations, and engage in dialogue within our discipline to advance much-needed changes. © Canadian Science Publishing. All rights reserved.",2021,"Canadian Journal of Fisheries and Aquatic Sciences","78","1","1-12",NA,"10.1139/cjfas-2020-0346","North America"
"43","From Bad to Worse: The Impact of COVID-19 on Commercial Fisheries Workers","Sorensen, J.; Echard, J.; Weil, R.","This commentary provides an overview of the impact of COVID-19 on the commercial fishing industry. The information highlighted in the article was gathered from fishermen, fishing industry experts, health and safety advisors, and advocates. From these first-hand accounts, we provide the immediate and expansive impacts of COVID-19 on fishermen's health and wellbeing. In particular, we discuss the economic impact of COVID-19 market disruptions, as well as the very real, logistical challenges of protecting workers on fishing vessels. We also provide examples of how these combined issues have led to increased occupational risk in one of the nation's most deadly industries. Lastly, we identify a number of recommendations for providing much-needed support for commercial fishermen in light of the COVID-19 pandemic.",2020,"J Agromedicine","25","4","388-391",32921274,"10.1080/1059924x.2020.1815617","North America"
"44","COVID-19 Among Workers in the Seafood Processing Industry: Implications for Prevention Measures - Alaska, March-October 2020","Porter, K. A.; Ramaswamy, M.; Koloski, T.; Castrodale, L.; McLaughlin, J.","Large COVID-19 outbreaks have occurred in high-density workplaces, such as food processing facilities (1). Alaska's seafood processing industry attracts approximately 18,000 out-of-state workers annually (2). Many of the state's seafood processing facilities are located in remote areas with limited health care capacity. On March 23, 2020, the governor of Alaska issued a COVID-19 health mandate (HM10) to address health concerns related to the impending influx of workers amid the COVID-19 pandemic (3). HM10 required employers bringing critical infrastructure (essential) workers into Alaska to submit a Community Workforce Protective Plan.* On May 15, 2020, Appendix 1 was added to the mandate, which outlined specific requirements for seafood processors, to reduce the risk for transmission of SARS-CoV-2, the virus that causes COVID-19, in these high-density workplaces (4). These requirements included measures to prevent introduction of SARS-CoV-2 into the workplace, including testing of incoming workers and a 14-day entry quarantine before workers could enter nonquarantine residences. After 13 COVID-19 outbreaks in Alaska seafood processing facilities and on processing vessels during summer and early fall 2020, State of Alaska personnel and CDC field assignees reviewed the state's seafood processing-associated cases. Requirements were amended in November 2020 to address gaps in COVID-19 prevention. These revised requirements included restricting quarantine groups to ≤10 persons, pretransfer testing, and serial testing (5). Vaccination of this essential workforce is important (6); until high vaccination coverage rates are achieved, other mitigation strategies are needed in this high-risk setting. Updating industry guidance will be important as more information becomes available.",2021,"MMWR Morb Mortal Wkly Rep","70","17","622-626",33914728,"10.15585/mmwr.mm7017a4","North America"
"45","Priorities and Annual Guidance.pdf","","The NOAA Fisheries Strategic Plan (2019-2022) was published in July 2019. Our priorities in this document are organized by national strategies of that plan.

The priorities in this plan are specific areas requiring a corporate focus. The identified priorities consider our major mission functions, fiscal support, external drivers, identified risks, and corporate opportunities. These priorities are intended to guide the execution
of the FY 2021 Annual Operating Plan; steer the individual efforts of each NOAA Fisheries Science Center, Regional Office, and Headquarters Office toward the accomplishment of NOAA Fisheries’ goals and strategies; and guide the agency’s strategic resource management process.",2021,"","","","",NA,"","North America"
"46","No widespread signature of the COVID-19 quarantine period on water quality across a spectrum of coastal systems in the United States of America","Wetz, M. S.; Powers, N. C.; Turner, J. W.; Huang, Y.","During the recent COVID-19 related quarantine period, anecdotal evidence emerged pointing to a rapid, sharp improvement in water quality in some localities. Here we present results from an analysis of the impacts of the COVID-19 quarantine period using two long-term coastal water quality datasets. These datasets rely on sampling that operates at appropriate timescales to quantify the influence of reduced human activity on coastal water quality and span coastal ecosystems ranging from low human influence to highly urbanized systems. We tested two hypotheses: 1) reduced tourism during the COVID-19 quarantine period would lead to improved coastal water quality, and 2) water quality improvements would scale to the level of human influence, meaning that highly urbanized or tourist-centric watersheds would see greater improvement than more rural watersheds. A localized reduction in fecal indicator bacteria was observed in four highly impacted regions of the Texas (USA) coast, but this pattern was not widespread. In less impacted regions, the signature of natural, decadal environmental variability (e.g., dissolved oxygen and turbidity) overwhelmed any potential signature of reduced human activity. Results from this study add to the growing body of literature on the environmental impacts of the COVID-19 quarantine period, and when considered with existing literature, emphasize that coastal water quality improvements appear to be ephemeral and reserved for the most severely affected (by human activity) systems. Furthermore, results show the importance of assessing COVID-19 signatures against long-term, decadal datasets that adequately reveal a system's natural variation.",2022,"Sci Total Environ","807","Pt 2","150825",34627882,"10.1016/j.scitotenv.2021.150825","North America"
"47","Novel methods for an interesting time: Exploring U.S. local food systems' impacts and initiatives to respond to COVID","Thilmany, D.; Brislen, L.; Edmondson, H.; Gill, M.; Jablonski, B. B. R.; Rossi, J.; Woods, T.; Schaffstall, S.","The COVID-19 pandemic and associated public health and social distancing mandates caused unprecedented shifts and disruptions for local and regional food systems (LRFS). The pandemic also brought new and heightened attention to the structure and resiliency of US food systems, and LRFS appeared to be positioned to significantly increase the scope and scale of their market reach as a result. Researchers from three universities collaborated with staff from the U.S. Department of Agriculture's Agricultural Marketing Service to recruit leaders from sixteen key coalitions within the U.S. LRFS sector to frame an adaptive, community-driven set of applied research activities to understand important themes, learn from effective responses and gain insights into how local and regional supply chains may change post-pandemic. In this paper, we summarise urgent and emergent strategies and innovations from LRFS captured in a fall 2020 consumer survey, with additional insights on how the survey was framed and interpreted, considering synthesis of collaborative discussions and project team interactions. We conclude the article with a set of research, policy and technical assistance priorities that were identified and validated by this LRFS network.",2021,"Aust J Agric Resour Econ","65","4","848-877",34899035,"10.1111/1467-8489.12456","North America"
"48","Sustaining tribal fisheries: U.S. economic relief policies during COVID-19","Leonard, K.","This article reviews the individual spend plans of U.S. states granted a funding allocation under Sec. 12005 of the Coronavirus Aid Relief and Economic Security (CARES) Act to identify con-sistency with legislative mandates to support Tribal commercial, subsistence, cultural, or ceremonial fisheries negatively impacted by the COVID-19 pandemic. Utilizing critical discourse analysis, this study identifies state discursive practices in supporting Tribal sovereignty in fisheries management for the advancement of Indigenous Ocean justice. State spending plans (n = 22) publicly available and submitted to the National Oceanic and Atmospheric Administration before July 2021 were reviewed. Few of the state spend plans listed impacts to Tribal fisheries due to the pandemic. Only two state plans included Tribal consultation and direct economic relief for commercial, subsistence, cultural, and/or ceremonial losses faced by neighboring Tribes and Tribal citizens. Overall, the protections within the CARES Act for Tribal fisheries were not integrated into state spend plans. The article identifies best practices for state fisheries relief policy content that is affirming of Tribal fishing rights and uses them to help address the ongoing pandemic crisis facing Tribal fisheries. These findings have relevance for future emergency relief programs that are inclusive of Tribal Nations. Honoring Tribal sovereignty and the federal trust responsibility must be the cornerstone of shared sustainable fisheries. © 2021 by the author. Licensee MDPI, Basel, Switzerland.",2021,"Sustainability (Switzerland)","13","22","",NA,"10.3390/su132212366","North America"
