"","Title","Authors","Abstract","Published.Year","Journal","Volume","Issue","Pages","Accession.Number","DOI","region"
"30","Sustainable objectives and commitments deceived by fisheries subsidies for 'temporary cessations' in times of COVID","Le Brenne, V.; Bisiaux, L.; Le Manach, F.","The European Commission launched the Coronavirus Response Investment Initiatives in March 2020, which aimed to help European economic actors, including the fishing sector, to cope with the COVID-19 crisis. This initiative was translated into French law in April 2020, through a decree laying down conditions for obtaining temporary cessation subsidies. Here, we demonstrate that, in stark contradiction with the European Union's international commitments and binding objectives, France allocated this fund in a way that mostly benefited large-scale, high-impact fisheries. In particular, we show that seven companies/groups received 28.5% of all subsidies, for only 53 vessels, i.e. 0.8% of the French fleet. We also show that vessels smaller than 12 m and operating lower impact, 'passive' gears only accounted for 8.7% of subsidies although they account for 74.5% of the French fleet. In contrast, vessels larger than 12 m (and up to 89.4 m) and operating higher impact, 'active' gears captured 70.5% of all subsidies, although they only account for 10.7% of the fleet. These results support the fact that despite celebrated commitments and objectives aiming to support low impact, coastal communities and to rebuild thriving marine ecosystems - including during the COVID-19 crisis - a key fishing state such as France keeps implementing policies that are tailored by and for the most powerful companies and impactful fishing practices.",2021,"Mar Policy","132","","104670",34602715,"10.1016/j.marpol.2021.104670","Europe"
"31","Food choice motives and the nutritional quality of diet during the COVID-19 lockdown in France","Marty, L.; de Lauzon-Guillain, B.; Labesse, M.; Nicklaus, S.","To limit the transmission of COVID-19, nationwide lockdown was imposed in France between March, 17th and May 10th, 2020. This disruption in individuals' daily routines likely altered food consumption habits. We examined how changes in food choice motives related to changes in nutritional quality during the lockdown compared to before. A convenience sample of 938 French adults completed online questionnaires on the Qualtrics platform at the end of April 2020. Participants were retrospectively asked about their food choice motives and food consumption during the month before and in the first month of the lockdown. The importance of nine food choice motives was assessed: health, convenience, sensory appeal, natural content, ethical concern, weight control, mood, familiarity, and price, scoring from 1 to 4. Food intakes were recorded using a food frequency questionnaire including 110 foods, 12 non-alcoholic beverages and 4 alcoholic beverages. Adherence to the French dietary recommendations before and during the lockdown was estimated using the simplified PNNS-GS2, scoring from -17 to 11.5. The nutritional quality of diet was lower during the lockdown compared to before (-0.32, SD 2.28, p < 0.001). Food choice motives significantly changed and an increase in the importance of weight control was associated with increased nutritional quality (β = 0.89, p < 0.001, partial η(2) = 0.032), whereas an increase in the importance of mood was associated with decreased nutritional quality (β = -0.43, p = 0.021, partial η(2) = 0.006). The lockdown period in France was related to a decrease in nutritional quality of diet on average, which could be partly explained by changes in food choice motives. The lockdown was indeed related to modification of food choice motives, notably with an increase of mood as a food choice motive for 48% of the participants, but also with an increase of health (26%), ethical concern (21%) and natural content (19%) suggesting a growing awareness of the importance of sustainable food choices in some participants.",2021,"Appetite","157","","105005",33068666,"10.1016/j.appet.2020.105005","Europe"
"32","Contrasts and ambivalences in French parents’ experiences regarding changes in eating and cooking behaviours during the COVID-19 lockdown","Philippe, K.; Issanchou, S.; Monnery-Patris, S.","Using open-ended questions, this study explored parents’ experiences regarding changes in their family's food-related behaviours during the first COVID-19 lockdown in France (March-May 2020). Parents (N = 498, 72% mothers) of children aged 3–12 years described which food-related changes they (1) perceived as positive during the lockdown, (2) perceived as negative, and (3) would like to maintain after the lockdown. A thematic analysis revealed that parents appreciated the choice of more local, fresh foods, the time to prepare food (home-made dishes, new recipes) and cooking and eating together with the family. In contrast, some parents highlighted a burden imposed by the increased food preparation at home. They also described a higher intake of unhealthy, palatable food (or the temptation to do so), and weight concerns. Parents would like to maintain their choice of local, fresh foods, and to continue spending more time together around food but doubt the feasibility after the lockdown. The results revealed many inter- and intra-individual contrasts in parents’ answers. An ambivalent attitude toward food pleasure was demonstrated: the sensory/commensal pleasure of eating versus the concerns about an increased intake of pleasurable food. Additionally, gender differences were observed: mothers perceived the preparation of additional meals, for example, more often as a burden than fathers. This study revealed intimate perceptions of the impact of the lockdown on eating habits in families. They give insight into possible facilitators and barriers (e.g., time) for the adoption of recommended eating and cooking behaviours in families, beyond the pandemic. © 2021 Elsevier Ltd",2022,"Food Quality and Preference","96","","",NA,"10.1016/j.foodqual.2021.104386","Europe"
"33","Diet and physical activity during the coronavirus disease 2019 (COVID-19) lockdown (March-May 2020): results from the French NutriNet-Santé cohort study","Deschasaux-Tanguy, M.; Druesne-Pecollo, N.; Esseddik, Y.; de Edelenyi, F. S.; Allès, B.; Andreeva, V. A.; Baudry, J.; Charreire, H.; Deschamps, V.; Egnell, M.; Fezeu, L. K.; Galan, P.; Julia, C.; Kesse-Guyot, E.; Latino-Martel, P.; Oppert, J. M.; Péneau, S.; Verdot, C.; Hercberg, S.; Touvier, M.","BACKGROUND: Since December 2019, coronavirus disease 2019 (COVID-19) has been spreading steadily, resulting in overwhelmed health-care systems and numerous deaths worldwide. To counter these outcomes, many countries, including France, put in place strict lockdown measures, requiring the temporary closure of all but essential places and causing an unprecedented disruption of daily life. OBJECTIVES: Our objective was to explore potential changes in dietary intake, physical activity, body weight, and food supply during the COVID-19 lockdown and how these differed according to individual characteristics. METHODS: The analyses included 37,252 adults from the French web-based NutriNet-Santé cohort who completed lockdown-specific questionnaires in April-May 2020. Nutrition-related changes and their sociodemographic, lifestyle, and health-status correlates were investigated using multivariable logistic regression models. Clusters of participants were defined using an ascending hierarchical classification of change profiles derived from multiple correspondence analyses. RESULTS: During the lockdown, trends of unfavorable changes were observed: decreased physical activity (reported by 53% of the participants), increased sedentary time (reported by 63%), increased snacking, decreased consumption of fresh food (especially fruit and fish), and increased consumption of sweets, cookies, and cakes. Yet, the opposite trends were also observed: increased home cooking (reported by 40%) and increased physical activity (reported by 19%). Additionally, 35% of the participants gained weight (mean weight gain in these individuals, 1.8 kg ± SD 1.3 kg) and 23% lost weight (2 kg ± SD 1.4 kg weight loss). All of these trends displayed associations with various individual characteristics. CONCLUSIONS: These results suggest that nutrition-related changes occurred during the lockdown in both unfavorable and favorable directions. The observed unfavorable changes should be considered in the event of a future lockdown, and should also be monitored to prevent an increase in the nutrition-related burden of disease, should these diet/physical activity changes be maintained in the long run. Understanding the favorable changes may help extend them on a broader scale. This trial was registered at clinicaltrials.gov as NCT03335644.",2021,"Am J Clin Nutr","113","4","924-938",33675635,"10.1093/ajcn/nqaa336","Europe"
"34","Seafarers' mental health in the COVID-19 era: lost at sea?","Lucas, D.; Jego, C.; Jensen, O. C.; Loddé, B.; Pougnet, R.; Dewitte, J. D.; Sauvage, T.; Jegaden, D.","Seafarers are exposed to several physical and psychosocial stressors. Recent studies highlighted specific disorders as fatigue, boredom and diseases as depression. Seafarers are also commonly exposed to post-traumatic stress disorder (piracy, accidents, threats). Coronavirus disease 2019 (COVID-19) impacts seafarers with an estimated 400,000 of whom are stranded on vessels around the world, with extended time on board, repatriation's difficulties and the financial concerns of the unexpectedly unemployed. International Maritime Organization has established the Seafarer Crisis Action Team to help them. In France, in last 10 months a dedicated call centre received 142 calls from 32 seafarers for psychological phone consultations mostly linked to this era. With the increase of duration of the COVID-19 crisis, psychological health care, repatriations and financial solutions are needed for seafarers.",2021,"Int Marit Health","72","2","138-141",34212354,"10.5603/imh.2021.0023","Europe"
"35","Impacts of the covid-19 pandemic on EU fisheries and aquaculture","","",2021,"","","","",NA,"","Europe"
"36","Plant-based diets, pescatarian diets and COVID-19 severity: a population-based case-control study in six countries","Kim, H.; Rebholz, C. M.; Hegde, S.; LaFiura, C.; Raghavan, M.; Lloyd, J. F.; Cheng, S.; Seidelmann, S. B.","BACKGROUND: Several studies have hypothesised that dietary habits may play an important role in COVID-19 infection, severity of symptoms, and duration of illness. However, no previous studies have investigated the association between dietary patterns and COVID-19. METHODS: Healthcare workers (HCWs) from six countries (France, Germany, Italy, Spain, UK, USA) with substantial exposure to COVID-19 patients completed a web-based survey from 17 July to 25 September 2020. Participants provided information on demographic characteristics, dietary information, and COVID-19 outcomes. We used multivariable logistic regression models to evaluate the association between self-reported diets and COVID-19 infection, severity, and duration. RESULTS: There were 568 COVID-19 cases and 2316 controls. Among the 568 cases, 138 individuals had moderate-to-severe COVID-19 severity whereas 430 individuals had very mild to mild COVID-19 severity. After adjusting for important confounders, participants who reported following 'plant-based diets' and 'plant-based diets or pescatarian diets' had 73% (OR 0.27, 95% CI 0.10 to 0.81) and 59% (OR 0.41, 95% CI 0.17 to 0.99) lower odds of moderate-to-severe COVID-19 severity, respectively, compared with participants who did not follow these diets. Compared with participants who reported following 'plant-based diets', those who reported following 'low carbohydrate, high protein diets' had greater odds of moderate-to-severe COVID-19 (OR 3.86, 95% CI 1.13 to 13.24). No association was observed between self-reported diets and COVID-19 infection or duration. CONCLUSION: In six countries, plant-based diets or pescatarian diets were associated with lower odds of moderate-to-severe COVID-19. These dietary patterns may be considered for protection against severe COVID-19.",2021,"BMJ Nutr Prev Health","4","1","257-266",34308134,"10.1136/bmjnph-2021-000272","Europe"
"37","The State of Mediterranean and Black Sea Fisheries 2020","","",2020,"","","","",NA,"","Europe"
"38","Eating behavior and food purchases during the COVID-19 lockdown: A cross-sectional study among adults in the Netherlands","Poelman, M. P.; Gillebaart, M.; Schlinkert, C.; Dijkstra, S. C.; Derksen, E.; Mensink, F.; Hermans, R. C. J.; Aardening, P.; de Ridder, D.; de Vet, E.","On March 15, 2020, the Dutch Government implemented COVID-19 lockdown measures. Although self-quarantine and social-distancing measures were implemented, restrictions were less severe compared to several other countries. The aim of this study was to assess changes in eating behavior and food purchases among a representative adult sample in the Netherlands (n = 1030), five weeks into lockdown. The results show that most participants did not change their eating behaviors (83.0%) or food purchases (73.3%). However, socio-demographic differences were observed among those that reported changes during lockdown. For example, participants with overweight (OR = 2.26, 95%CI = 1.24-4.11) and obesity (OR = 4.21, 95%CI = 2.13-8.32) were more likely to indicate to eat unhealthier during lockdown compared to participants with a healthy weight. Those with a high educational level (OR = 2.25, 95%-CI = 1.03-4.93) were also more likely to indicate to eat unhealthier during lockdown compared to those with a low educational level. Older participants were more likely to indicate to experience no differences in their eating behaviors compared to those of younger age, who were more likely to indicate that they ate healthier (OR = 1.03, 95%CI = 1.01-1.04) as well as unhealthier (OR = 1.04, 95%CI = 1.02-1.06) during lockdown. Participants with obesity were more likely to indicate to purchase more chips/snacks (OR = 2.79, 95%CI = 1.43-5.45) and more nonalcoholic beverages (OR = 2.74, 95%CI = 1.36-5.50) during lockdown in comparison with those with a healthy weight. Of those that used meal delivery services before, 174 (29.5%) indicated to use meal delivery services more frequently during lockdown. Although the results confirm the persistence of dietary routines, profound socio-demographic differences were observed for those that did report changes. Especially for individuals with overweight and obesity, the lockdown has taken its toll on healthy dietary choices. Further research should unravel underlying mechanisms for these observations.",2021,"Appetite","157","","105002",33068668,"10.1016/j.appet.2020.105002","Europe"
"39","Efficiency vs resilience: The rise and fall of the German brown shrimp fishery in times of COVID 19","Goti-Aralucea, L.; Berkenhagen, J.; Sulanke, E.; Döring, R.","In times of world crisis such as climate change and the COVID pandemic much has been said about the need for resilience. However, in scenarios of less concern about crisis the leading paradigm is often that of efficiency. The current study shows how efficiency might have got on the way of achieving the necessary resilience to face the COVID 19. With the example of the German brown shrimp fishery in the North Sea the interaction between those two paradigms – efficiency and resilience – is shown in the context of the COVID 19 pandemic. For instance, the quest of efficiency for rationalisation may reduce the resources available to set aside buffers to resist shocks, and the standardisation key to efficiency may also hinder more diversity and hence open innovation for solutions to the crisis, all characteristics of resilient organisations. By making use of a literature review including peer reviewed, grey literature and web media as well as of interviews with experts and quantitative data the value chain of the German brown shrimp fishery is analysed under the conceptual framework of organisational resilience. Results: show that, despite being more oriented towards efficiency, the German fleets does not show particularly good results in selected efficiency indicators. Additionally, key stages of the value chain as processing and commercialisation together with the investment strategy fail to present some commonly accepted components of resilient organisations, such as redundancy, flexibility, adaptability, diversity, prudence and embeddedness. Despite developments in the direction of sustainability with the MSC certification, the German fleet should pay attention to its capacity to face disturbances, which should be supported by a more long-term, targeted, resilience-oriented policy support. © 2021",2021,"Marine Policy","133","","",NA,"10.1016/j.marpol.2021.104675","Europe"
"40","Lifestyle Changes and Determinants of Children's and Adolescents' Body Weight Increase during the First COVID-19 Lockdown in Greece: The COV-EAT Study","Androutsos, O.; Perperidi, M.; Georgiou, C.; Chouliaras, G.","Previous studies showed that the coronavirus disease 2019 (COVID-19) lockdown imposed changes in adults' lifestyle behaviors; however, there is limited information regarding the effects on youth. The COV-EAT study aimed to report changes in children's and adolescents' lifestyle habits during the first COVID-19 lockdown and explore potential associations between changes of participants' lifestyle behaviors and body weight. An online survey among 397 children/adolescents and their parents across 63 municipalities in Greece was conducted in April-May 2020. Parents self-reported changes of their children's lifestyle habits and body weight, as well as sociodemographic data of their family. The present study shows that during the lockdown, children's/adolescents' sleep duration and screen time increased, while their physical activity decreased. Their consumption of fruits and fresh fruit juices, vegetables, dairy products, pasta, sweets, total snacks, and breakfast increased, while fast-food consumption decreased. Body weight increased in 35% of children/adolescents. A multiple regression analysis showed that the body weight increase was associated with increased consumption of breakfast, salty snacks, and total snacks and with decreased physical activity. The COV-EAT study revealed changes in children's and adolescents' lifestyle behaviors during the first COVID-19 lockdown in Greece. Effective strategies are needed to prevent excessive body weight gain in future COVID-19 lockdowns.",2021,"Nutrients","13","3","",33805678,"10.3390/nu13030930","Europe"
"41","Changes in Eating Habits and Physical Activity after COVID-19 Pandemic Lockdowns in Italy","Lombardo, M.; Guseva, E.; Perrone, M. A.; Müller, A.; Rizzo, G.; Storz, M. A.","The introduction of lockdowns and other containment measures during the COVID-19 pandemic substantially altered people's lifestyle and dietary behavior. Several studies evaluated the short-term effects of these measures; yet reports on long-term consequences are scarce. We sought to address this gap in the literature by analyzing dietary and lifestyle data collected at an obesity center in Rome, Italy. The Italian region of Lazio was hit hard by the pandemic. To evaluate the potential health impacts, we compared the pre- and post-lockdown data of 118 individuals. Contrary to the common belief that lockdown had adverse effects solely on people's dietary habits, we observed a significantly increased consumption of raw vegetables, whole grains, and water in our study sample. Favorable effects, however, were also accompanied by adverse trends, such as a higher prevalence of sleeping difficulties. Our data emphasize that the lockdowns associated with the pandemic also influenced participants' social behavior, with less individuals reporting eating out or in company. Our study highlights the substantial impact of lockdowns on many dimensions of life. As such, it is of utmost importance in the critical evaluation of such stringent containment measures.",2021,"Nutrients","13","12","",34960077,"10.3390/nu13124522","Europe"
"42","COVID19 lockdown effects on a coastal marine environment: Disentangling perception versus reality","Braga, F.; Ciani, D.; Colella, S.; Organelli, E.; Pitarch, J.; Brando, V. E.; Bresciani, M.; Concha, J. A.; Giardino, C.; Scarpa, G. M.; Volpe, G.; Rio, M. H.; Falcini, F.","COVID-19 lockdown brought to a drastic reduction of anthropic impacts on the environment worldwide, including the marine-coastal system. Earth-Observation (EO) data have the potential to monitor and diagnose the effects of the lockdown in terms of water quality. Here we connect the dots among some coastal environmental changes that occurred during the Italian COVID-19 lockdown by using EO data, also seeking to assess connectivity between inland and marine systems. We present a holistic analysis of spatial and temporal variability of environmental parameters in the North Adriatic Sea, Mediterranean basin, exploiting the synergy of different satellite sensors, as well as hydrologic data from in situ observations. Our analysis indicates a favourable interplay of environmental variability that resulted in negative anomalies of Chlorophyll-a concentration, with respect to the climatologic values. Peculiar meteo-oceanographic and hydrological conditions made hard to disentangle potential anthropogenic effects. However, a multi-year hierarchical cluster analysis of riverine remote sensing reflectances groups together the optical properties of inland waters during the lockdown. This emergent cluster highlights the possibility of a second-order, anthropogenic effect that, superimposed to the (first-order) environmental natural causes, may have enhanced water quality during the lockdown.",2022,"Sci Total Environ","817","","153002",35031364,"10.1016/j.scitotenv.2022.153002","Europe"
"43","Changes in food choice following restrictive measures due to Covid-19","Bracale, R.; Vaccaro, C. M.","BACKGROUND AND AIMS: Following the Covid-19 proliferation beyond the borders of China at the beginning of 2020, containment measures have been taken by different countries around the globe. Citizens were forced to stay at home. The aim of this study is twofold. First, we will provide an analysis of food consumption in Italy during the emergency from a social stance. Secondly, we will consider the risks in relation to health of these food product choices. METHODS AND RESULT: This analysis is based on IRi's data on consumption trends (percentage increase in sales in value) during the first period of the spread of coronavirus, from 23rd of February through the 29th of March, 2020. The sample includes 10 769 stores. There was an increase in the consumption of pasta, flour, eggs, long-life milk and frozen foods, in comparison to a reduction of fresh food goods. The sales of snacks have dropped in relation to the production of homemade bread, pizza and cakes. CONCLUSION: The increase in the consumption of some types of food is linked with their symbolic value and its tendency to carry on at home some external socialization habits. But be careful: these habits are not always healthy.",2020,"Nutr Metab Cardiovasc Dis","30","9","1423-1426",32600957,"10.1016/j.numecd.2020.05.027","Europe"
"44","COVID-19-Related Quarantine Effect on Dietary Habits in a Northern Italian Rural Population: Data from the Brisighella Heart Study","Cicero, A. F. G.; Fogacci, F.; Giovannini, M.; Mezzadri, M.; Grandi, E.; Borghi, C.; The Brisighella Heart Study, Group","North of Italy was severely hit by the COVID-19 (Coronavirus disease 19) pandemic. This induced the government to adopt severely restrictive measures to reduce the contagion risk, forcing most of the population to stop working and from leisure activities, and to remain at home for several weeks. Our study aimed to evaluate the effect of COVID-related quarantine on smoking and dietary habits of a well-characterized northern Italian rural population. For this purpose, while lockdown restrictions were in place (February-April 2020), 359 subjects from the Brisighella Heart Study cohort underwent a phone interview about their lifestyle habit changes during COVID-19-related quarantine. Quarantine did not significantly modify smoking habit nor body mass index. Subjects significantly increased daily carbohydrates consumption, all fresh vegetables, healthy vegetable oils, milk and yogurt, alcoholic drinks, sugars and sweets, and coffee. The weekly consumption of low-fat meat, cured meat other than ham, cheeses, eggs, nuts and mixed seed oils significantly increased, while the weekly intake of fish, mussels, and legumes significantly decreased during lockdown. The Dietary Quality Index was reduced from 42.4 ± 4.1 to 37.8 ± 4.7 (p < 0.03). In accordance with our findings, COVID-19-related quarantine might worsen the quality of diet, also leading to an increased intake of almost all food categories.",2021,"Nutrients","13","2","",33499027,"10.3390/nu13020309","Europe"
"45","Caring more about food: The unexpected positive effect of the Covid-19 lockdown on household food management and waste","Principato, L.; Secondi, L.; Cicatiello, C.; Mattia, G.","Over half of the total amount of food wasted in Europe concerns household food waste which is mainly due to incorrect food management habits and behaviour. During the Covid-19 outbreak, food management and consumption habits changed dramatically due to the tough lockdown restrictions imposed by governments to reduce infection. This study investigated how these dramatic changes in the daily lives of consumers influenced the generation of food waste at household level. A CAWI questionnaire was administered to a sample of 1078 Italian consumers during the lockdown (March–April 2020). The respondents were asked to self-estimate the percentage of food their households wasted before and during the lockdown and to explain their food management habits. We focused the analysis on the differences between the food the respondents declared to have wasted before and during lockdown, which revealed that most households threw away less food during the Covid-19 lockdown compared to the pre-Covid situation. We referred to Seemingly Unrelated Regression models to evaluate the association between the food waste behaviour in the two periods considered in the study and the other factors observed. The results disclosed that young consumers and people who started implementing good food management practices (shopping list, meal planning etc.) more frequently considerably reduced the food they wasted during lockdown. Also, the logistical difficulties of grocery shopping experienced by consumers during lockdown made them manage their household food consumption more carefully, which led to a reduction in the amount of food wasted. © 2020 Elsevier Ltd",2020,"Socio-Economic Planning Sciences","","","",NA,"10.1016/j.seps.2020.100953","Europe"
"46","The effects of COVID-19 induced lockdown measures on maritime settings of a coastal region","Depellegrin, D.; Bastianini, M.; Fadini, A.; Menegon, S.","The spread of coronavirus (COVID-19) caused an unprecedented implementation of lockdown measures across world's nations. Veneto Region, located in North-Eastern Adriatic Sea was one of the first maritime regions in Italy and Europe subjected to progressive lockdown restrictions. We systematically analyse the effects of national lockdown policies on maritime settings of the region using Automated Identification System (AIS) data from fishing vessels, passenger ships, tanker and cargo vessels collected through the Aqua Alta Oceanographic Tower (AAOT). We derive consequences on vessel activities during the March-April 2020 lockdown, by using a data-driven, comparative spatio-temporal analysis of vessel trajectories. Results show that compared to the same period of 2017, vessel activity were reduced by 69% during the lockdown, fishing activities reduced by 84% and passenger traffic by 78%. We register a restart of fishing activity in the third week of April 2020. We suggest that the presented conceptual and spatial assessment protocol can guide future research on environmental and socio-economic effects of COVID-19 on marine realms and contribute to further interdisciplinary research with other marine scientific fields.",2020,"Sci Total Environ","740","","140123",32554030,"10.1016/j.scitotenv.2020.140123","Europe"
"47","An Open Science approach to infer fishing activity pressure on stocks and biodiversity from vessel tracking data","Coro, G.; Ellenbroek, A.; Pagano, P.","Vessel tracking data help study the potential impact of fisheries on biodiversity and produce risk assessments. Existing workflows process vessel tracks to identify fishing activity and integrate information on species vulnerability. However, there are significant data integration challenges across the data sources needed for an integrated impact assessment due to heterogeneous nomenclatures, data accessibility issues, geographical and computational scalability of the processes, and confidentiality and transparency towards decision making authorities. This paper presents an Open Science data integration approach to use vessel tracking data in integrated impact assessments. Our approach combines heterogeneous knowledge sources from fisheries, biodiversity, and environmental observations to infer fishing activity and risks to potentially impacted species. An Open Science e-Infrastructure facilitates access to data sources and maximises the reproducibility of the results and the method's reusability across several application domains. Our method's quality is assessed through three case studies: The first demonstrates cross-dataset consistency by comparing the results obtained from two different vessel data sources. The second performs a temporal pattern analysis of fishing activity and potentially impacted species over time. The third assesses the potential impact of reduced fishing pressure on marine biodiversity and threatened species due to the 2020 COVID-19 lockdown in Italy. The method is meant to be integrated with other systems through its Open Science-oriented features and can rapidly use new sources of findable, accessible, interoperable, and reusable (FAIR) data. Other systems can use it to (i) classify vessel activity in data-limited scenarios, (ii) identify bycatch species (when catchability data are available), and (iii) study the effects of fisheries on habitats and populations’ growth. © 2021 The Author(s)",2021,"Ecological Informatics","64","","",NA,"10.1016/j.ecoinf.2021.101384","Europe"
"48","Food waste in Italian households during the Covid-19 pandemic: a self-reporting approach","Amicarelli, V.; Bux, C.","Food waste prevention and reduction are an economic, social and environmental concern included among the 17 Sustainable Development Goals (SDGs) within Agenda 2030 for Sustainable Development. The third target under SDG 12 (Target 12.3) on Responsible Production and Consumption aims to halve food waste by 2030 at retail and consumer levels, considering that more than half of its quantity is generated by final consumers, both indoor and outdoor. However, the Covid-19 pandemic outbreak at the beginning of 2020 imposed several food consumption behaviors and lifestyle changes: food service facilities (e.g., restaurants, pubs, cafés, hotels, resorts) have been closed roughly all over the world, generating a sharp domestic consumption and an expected increase in household waste. The authors conducted an explorative research through the food diary approach. The purpose of this paper is to have a better understanding of household food consumption and wastage trends during Covid-19 pandemic testing, as well as food diary methodology strengths and weaknesses. Food diaries, even with their intrinsic limitations and biases, represent a valuable technique to obtain detailed qualitative and quantitative knowledge on daily food consumption and consumers’ behavior. Through the limited but significant results achieved, the authors highlight the logistics of the methodology and the food waste generation trends among a small sample of Italian families during the Covid-19 pandemic. Further, healthier work–life balances, adequate time management and smart food delivery seem to be good opportunities for food waste reduction in households. © 2020, International Society for Plant Pathology and Springer Nature B.V.",2021,"Food Security","13","1","25-37",NA,"10.1007/s12571-020-01121-z","Europe"
"49","Changes in ultra-processed food consumption during the first Italian lockdown following the COVID-19 pandemic and major correlates: results from two population-based cohorts","Bonaccio, M.; Costanzo, S.; Ruggiero, E.; Persichillo, M.; Esposito, S.; Olivieri, M.; Di Castelnuovo, A.; Cerletti, C.; Donati, M. B.; de Gaetano, G.; Iacoviello, L.","OBJECTIVE: To evaluate changes in ultra-processed food (UPF) intake and its major correlates during the first Italian lockdown (9 March-3 May 2020). DESIGN: Retrospective observational study. SETTING: Italy. PARTICIPANTS: We analysed 2992 subjects (mean age 57·9 ± 15·3 years, 40·4 % men). Individual participant data were pooled from two retrospective cohorts: (1) The Moli-LOCK cohort consists of 1501 adults, a portion of the larger Moli-sani study (n 24 325; 2005-2010) who were administered a phone-based questionnaire to assess lifestyles and psychological factors during confinement and (2) the Analysis of Long Term Risk of Covid-19 Emergency is a web-based survey of 1491 individuals distributed throughout Italy who self-responded to the same questionnaire by using Google forms.UPF was defined according to NOVA classification based on degree of food processing. An UPF score was created by assigning 1 point to increased consumption, -1 to decreased and 0 point for unchanged intakes of nineteen food items, with higher values indicating an increase in UPF during confinement. RESULTS: Overall, 37·5 % of the population reported some increase in UPF (UPF score ≥1). Adults were more likely to decrease UPF (multivariable regression coefficient β = -1·94; 95 % CI -2·72, -1·17 for individuals aged >75 years as compared with 18-39 years) as did individuals from southern Italian regions as compared with Northern inhabitants (β = -1·32; 95 % CI -1·80, -0·84), while UPF lowering associated with increased exercise (β = -0·90; 95 % CI -1·46, -0·35) and weight loss (β = -1·05; 95 % CI -1·51, -0·59) during confinement. CONCLUSIONS: During the first Italian lockdown, about 40 % of our population switched to unfavourable eating as reflected by increased UPF intake and this may have long-term effects for health.",2021,"Public Health Nutr","24","12","3905-3915",33663640,"10.1017/s1368980021000999","Europe"
"50","Resilience effects in food consumption behaviour at the time of Covid-19: perspectives from Italy","Cavallo, C.; Sacchi, G.; Carfora, V.","The Covid-19 pandemic lead Italy to undertake a severe lockdown for almost two months. All of a sudden, the lives of Italians were forced to shift in accordance with the regulations issued by government. This change in the lives of Italians can be mirrored by an adjustment in food consumer behaviour that, consequently, brought about a transition in the whole supply chain. This paper gives an overview of the recent changes in consumption patterns that occurred due to the Italian lockdown, and how evolutions in behaviour are intertwined with the evolution of the main food supply chains. Many of the events here depicted are likely to last far beyond the crisis and affect the subsequent evolution of food consumption in Italy. The Italian retail supply chain successfully adapted to the big shift in consumption. Despite purchases for essential items having increased, no stockout harmed the food security of Italians. Out-of-home consumption moved inside houses giving space to home meal preparation and comfort food. Home delivery has been the most important element in this context, as it boomed during this period, helping laggard consumers fill the digital divide, as it was mostly mediated by e-commerce platforms and instant messaging. It was also the leverage that allowed small retailers and small producers regain their space. This crisis calls for a more sustainable food system that will be increasingly oriented to moving goods rather than people, which will also have relevance in the coming years.",2020,"Heliyon","6","12","e05676",33313439,"10.1016/j.heliyon.2020.e05676","Europe"
"51","Impact of the SARS-CoV-2 on the Italian agri-food sector: An analysis of the quarter of pandemic lockdown and clues for a socio-economic and territorial restart","Barcaccia, G.; D'Agostino, V.; Zotti, A.; Cozzi, B.","The recent outbreak of a new Coronavirus has developed into a global pandemic with about 10.5 million reported cases and over 500,000 deaths worldwide. Our prospective paper reports an updated analysis of the impact that this pandemic had on the Italian agri-food sector during the national lockdown and discusses why and how this unprecedented economic crisis could be a turning point to deal with the overall sustainability of food and agricultural systems in the frame of the forthcoming European Green Deal. Its introductory part includes a wide-ranging examination of the first quarter of pandemic emergency, with a specific focus on the primary production, to be understood as agriculture (i.e., crops and livestock, and their food products), fisheries, and forestry. The effect on the typical food and wine exports, and the local environment tourism segments is also taken into account in this analysis, because of their old and deep roots into the cultural and historical heritage of the country. The subsequent part of the paper is centered on strategic lines and research networks for an efficient socio-economic and territorial restart, and a faster transition to sustainability in the frame of a circular bio-economy. Particular emphasis is given to the urgent need of investments in research and development concerning agriculture, in terms of not only a fruitful penetration of the agro-tech for a next-generation agri-food era, but also a deeper attention to the natural and environmental resources, including forestry. As for the rest of Europe, Italy demands actions to expand knowledge and strengthen research applied to technology transfer for innovation activities aimed at providing solutions for a climate neutral and resilient society, in reference to primary production to ensure food security and nutrition quality. Our expectation is that science and culture return to play a central role in national society, as their main actors are capable of making a pivotal contribution to renew and restart the whole primary sector and agri-food industry, addressing also social and environmental issues, and so accelerating the transition to sustainability. © 2020 by the authors.",2020,"Sustainability (Switzerland)","12","14","",NA,"10.3390/su12145651","Europe"
