"","Title","Authors","Abstract","Published.Year","Journal","Volume","Issue","Pages","Accession.Number","DOI","region"
"24","First Assessment of the Impacts of the COVID-19 Pandemic on Global Marine Recreational Fisheries","Pita, P.; Ainsworth, G. B.; Alba, B.; Anderson, A. B.; Antelo, M.; Alós, J.; Artetxe, I.; Baudrier, J.; Castro, J. J.; Chicharro, B.; Erzini, K.; Ferter, K.; Freitas, M.; García-de-la-Fuente, L.; García-Charton, J. A.; Giménez-Casalduero, M.; Grau, A. M.; Diogo, H.; Gordoa, A.; Henriques, F.; Hyder, K.; Jiménez-Alvarado, D.; Karachle, P. K.; Lloret, J.; Laporta, M.; Lejk, A. M.; Dedeu, A. L.; Martín-Sosa, P.; Martínez, L.; Mira, A. M.; Morales-Nin, B.; Mugerza, E.; Olesen, H. J.; Papadopoulos, A.; Pontes, J.; Pascual-Fernández, J. J.; Purroy, A.; Ramires, M.; Rangel, M.; Reis-Filho, J. A.; Sánchez-Lizaso, J. L.; Sandoval, V.; Sbragaglia, V.; Silva, L.; Skov, C.; Sola, I.; Strehlow, H. V.; Torres, M. A.; Ustups, D.; van der Hammen, T.; Veiga, P.; Venerus, L. A.; Verleye, T.; Villasante, S.; Weltersbach, M. S.; Zarauz, L.","This work is the result of an international research effort to determine the main impacts of the COVID-19 pandemic on marine recreational fishing. Changes were assessed on (1) access to fishing, derived from lockdowns and other mobility restrictions; (2) ecosystems, because of alterations in fishing intensity and human presence; (3) the blue economy, derived from alterations in the investments and expenses of the fishers; and (4) society, in relation to variations in fishers’ health and well-being. For this, a consultation with experts from 16 countries was carried out, as well as an international online survey aimed at recreational fishers, that included specific questions designed to capture fishers’ heterogeneity in relation to behavior, skills and know-how, and vital involvement. Fishers’ participation in the online survey (5,998 recreational fishers in 15 countries) was promoted through a marketing campaign. The sensitivity of the fishers’ clustering procedure, based on the captured heterogeneity, was evaluated by SIMPER analysis and by generalized linear models. Results from the expert consultation highlighted a worldwide reduction in marine recreational fishing activity. Lower human-driven pressures are expected to generate some benefits for marine ecosystems. However, experts also identified high negative impacts on the blue economy, as well as on fisher health and well-being because of the loss of recreational fishing opportunities. Most (98%) of the fishers who participated in the online survey were identified as advanced, showing a much higher degree of commitment to recreational fishing than basic fishers (2%). Advanced fishers were, in general, more pessimistic about the impacts of COVID-19, reporting higher reductions in physical activity and fish consumption, as well as poorer quality of night rest, foul mood, and raised more concerns about their health status. Controlled and safe access to marine recreational fisheries during pandemics would provide benefits to the health and well-being of people and reduce negative socioeconomic impacts, especially for vulnerable social groups. Copyright © 2021 Pita, Ainsworth, Alba, Anderson, Antelo, Alós, Artetxe, Baudrier, Castro, Chicharro, Erzini, Ferter, Freitas, García-de-la-Fuente, García-Charton, Giménez-Casalduero, Grau, Diogo, Gordoa, Henriques, Hyder, Jiménez-Alvarado, Karachle, Lloret, Laporta, Lejk, Dedeu, Martín-Sosa, Martínez, Mira, Morales-Nin, Mugerza, Olesen, Papadopoulos, Pontes, Pascual-Fernández, Purroy, Ramires, Rangel, Reis-Filho, Sánchez-Lizaso, Sandoval, Sbragaglia, Silva, Skov, Sola, Strehlow, Torres, Ustups, van der Hammen, Veiga, Venerus, Verleye, Villasante, Weltersbach and Zarauz.",2021,"Frontiers in Marine Science","8","","",NA,"10.3389/fmars.2021.735741","Latin America and Caribbean"
"25","Food Exports from Brazil to the United Kingdom: An Exploratory Analysis of COVID-19 Impact on Trade","dos Reis, J. G. M.; Machado, S. T.; Aktas, E.","Brazil and the UK have been strategic partners throughout the years. While the former has traded minerals and food products – mainly agricultural commodities – the latter has been critical to infrastructure development in the South American country. However, the Crisis of COVID-19 Pandemic altered the scenario of international food production and distribution. This article aims to analyse Brazilian food exports to the UK in 2019 and 2020 to identify the impact of COVID-19 on the trade flows. To do so, we collected data from the Brazilian Ministry of Economy regarding the exports between the two nations and performed an exploratory investigation using graphical and quantitative analysis. The results suggest that the Pandemic crisis rose Brazilian exports of cereal and grains to the UK by around 50%, and the shortage of these items in the internal market has increased consumer prices by more than 60% during 2020. © 2021, IFIP International Federation for Information Processing.",2021,"","631 IFIP","","577-584",NA,"10.1007/978-3-030-85902-2_61","Latin America and Caribbean"
"26","Chilean salmon farming vulnerability to external stressors: The COVID 19 as a case to test and build resilience","Soto, D.; Chávez, C.; León-Muñoz, J.; Luengo, C.; Soria-Galvarro, Y.","This study addresses the risk and vulnerability of Chilean salmon production to hazards resulting from the COVID-19 pandemic threat, including limited access to farms, limited processing capacity and reduced market demand. The role of different management approaches in reducing risk and vulnerability is also explored. Results suggest that concession areas having the largest accumulated and current biomass have the highest risk, which is also transferred to the municipal level. The scenarios modelled with better management practices that reduce diseases were able to reduce risks by 30-40%. The largest risk reduction is achieved when production biomass is divided in a more equitable manner among concession areas, suggesting the need for strategic improvements in spatial planning of the activity in the marine environment according to ecosystem carrying capacity and better practices. Improving adaptation capacity can reduce vulnerability between 20% and 30% for municipalities; for example, providing local employment can be a win-win management measure under the COVID-19 threat because it reduces movement of people and facilitates handling and responses to emergencies. A larger footprint in local economies and employment can also improve social perception and acceptance of the sector, thus contributing to improve adaptation changes and governance to face the threats. The framework used here to perform a risk and vulnerability assessment of salmon farming to the pandemic-associated threats can also be useful for other aquaculture systems elsewhere, provided that relevant information is available.",2021,"Mar Policy","128","","104486",35125618,"10.1016/j.marpol.2021.104486","Latin America and Caribbean"
"27","Sanitary Crises and “No Contact” Aquaculture: Chilean Fish Farming During the Pandemic","Thomas, E. H.","The COVID-19 pandemic has inspired novel strategies for keeping worksites operational and workers safe, with varying degrees of success. In southern Chile, where more than a third of the world’s farmed salmon is produced, the industrial aquaculture sector has been largely successful at avoiding major disruptions and financial losses by mobilizing strategies developed during previous sanitary crises that threatened the health of fish and the industry itself. Here, I engage with the literature on crises and disasters to evaluate these strategies as well as their unintended consequences. I contend that many of the strategies developed to address COVID-19 as a sanitary crisis and prevent the spread of the virus have deepened the divisions between aquaculture firms and the remote coastal communities where they operate. These social and economic divisions have the potential to undermine the industry’s long-term viability. © 2021 American Anthropological Association.",2021,"Culture, Agriculture, Food and Environment","43","1","14-24",NA,"10.1111/cuag.12265","Latin America and Caribbean"
"28","Observation of maritime traffic interruption in patagonia during the covid-19 lockdown using copernicus sentinel-1 data and google earth engine","Rodríguez-Benito, C.; Caballero, I.; Nieto, K.; Navarro, G.","Human mobilization during the COVID-19 lockdown has been reduced in many areas of the world. Maritime navigation has been affected in strategic connections between some regions in Patagonia, at the southern end of South America. The purpose of this research is to describe this interruption of navigation using satellite synthetic aperture radar data. For this goal, three locations are observed using geoinformatic techniques and high-resolution satellite data from the Sentinel-1 satellites of the European Commission’s Copernicus programme. The spatial information is analyzed using the Google Earth Engine (GEE) platform as a global geographical information system and the EO Browser tool, integrated with several satellite data. The results demonstrate that the total maritime traffic activity in the three geographical hotspots selected along western Patagonia, the Chacao Channel, crossing of the Reloncavi Fjord and the Strait of Magellan was totally interrupted during April–May 2020. This fact has relevant repercussions for the population living in isolated areas, such as many places in Patagonia, including Tierra del Fuego. The study also demonstrates the relevance of satellite radar observations in coastal areas with severe cloud cover, such as the one evaluated here. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2021,"Remote Sensing","13","6","",NA,"10.3390/rs13061119","Latin America and Caribbean"
"29","Plagues, past, and futures for the Yagan canoe people of Cape Horn, southern Chile","Blanco-Wells, G.; Libuy, M.; Harambour, A.; Rodríguez, K.","The manner in which the COVID-19 pandemic has affected the indigenous Yagan people of Navarino Island in southern Chile is the topic of this paper. Like other First Nation communities, these nomadic people suffered decimation and disease in successive encounters with Europeans, and then, in the mid-twentieth century, forced sedentarization by the Chilean State. More recently, the Yagan have fought the expansion of salmon aquaculture to the Island. Making use of a sociomaterial approach, we examine how the threat of past and present viruses and diseases, added to the tragic effects of colonization, become part of a broader sociohistorical debate on the right of coastal peoples to their maritories. Paradoxically, our results suggest that COVID-19 has become part of an assemblage of ethnic revitalization, opening possibilities for the Yagan clans to make some of their envisioned futures possible. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH, DE part of Springer Nature.",2021,"Maritime Studies","20","1","101-113",NA,"10.1007/s40152-021-00217-2","Latin America and Caribbean"
"30","Positive and Negative Changes in Food Habits, Physical Activity Patterns, and Weight Status during COVID-19 Confinement: Associated Factors in the Chilean Population","Reyes-Olavarría, D.; Latorre-Román, PÁ; Guzmán-Guzmán, I. P.; Jerez-Mayorga, D.; Caamaño-Navarrete, F.; Delgado-Floody, P.","The association between the changes in lifestyle during coronavirus disease 2019 (COVID-19) confinement and body weight have not been studied deeply. Therefore, the aim of the present study was to determine lifestyle changes, such as eating habits and physical activity (PA) patterns, caused by confinement during the COVID-19 pandemic and to analyze its association with changes in body weight. Seven hundred participants (women, n = 528 and men, n = 172) aged between 18-62 years old of the Chilean national territory participated in the study. Food habits, PA, body weight, and sociodemographic variables were measured through a survey in May and June 2020. The body weight increase presented positive association with the consumption of fried foods ≥ 3 times per week (OR; 3.36, p < 0.001), low water consumption (OR; 1.58, p = 0.03), and sedentary time ≥6 h/day (OR; 1.85, p = 0.01). Conversely, fish consumed (OR; 0.67, p = 0.03), active breaks (OR; 0.72, p = 0.04), and PA ≥ 4 times per week (OR; 0.51, p = 0.001) presented an inverse association with body weight increase. Daily alcohol consumption (OR; 4.77, p = 0.003) was associated with PA decrease. Food habits, PA, and active breaks may be protective factors for weight increase during COVID-19 confinement.",2020,"Int J Environ Res Public Health","17","15","",32731509,"10.3390/ijerph17155431","Latin America and Caribbean"
"31","Feeding Behaviour and Lifestyle of Children and Adolescents One Year after Lockdown by the COVID-19 Pandemic in Chile","Bustos-Arriagada, E.; Fuentealba-Urra, S.; Etchegaray-Armijo, K.; Quintana-Aguirre, N.; Castillo-Valenzuela, O.","Lockdown caused by the COVID-19 pandemic may have influenced feeding behaviour and lifestyle in children and adolescents. The purpose of this study was to analyse feeding behaviour and lifestyle in children and adolescents one year after lockdown by the COVID-19 pandemic in Chile. In this cross-sectional study an online survey was implemented in 1083 parents and caregivers regarding their children's feeding behaviour and lifestyle and sociodemographic background. The results showed that ""eat breakfast daily"" (89.2%), ""not overnight food intake"" (69.9%) and ""not fast-food intake"" (66.0%) were the most frequent reported feeding behaviours, particularly in pre-school children. Respondents declaring healthy feeding behaviours and lifestyle were 23.4 and 23.7%, respectively, with no significant differences by sex. In pre-school children, families with three or fewer members and parents or caregivers with an undergraduate or postgraduate degree reported a significantly better feeding behaviour and lifestyle compared to families with more than three members and parents or caregivers without an undergraduate or postgraduate degree. In conclusion, the pandemic lockdown had a negative impact in lifestyle in children and particularly in adolescents. Healthier feeding behaviour was associated with fewer family members and parents or caregivers with at least an undergraduate degree.",2021,"Nutrients","13","11","",34836396,"10.3390/nu13114138","Latin America and Caribbean"
"32","Assessing threats, regulations, and strategies to abate plastic pollution in LAC beaches during COVID-19 pandemic","Alfonso, M. B.; Arias, A. H.; Menéndez, M. C.; Ronda, A. C.; Harte, A.; Piccolo, M. C.; Marcovecchio, J. E.","Plastic use and production have dramatically increased globally over the past 65 years with the improvement of life quality by the daily use of plastic products. Still, around 50% of the plastic produced is disposable products that generate substantial waste. Several reports pointed out the adverse effects of plastic litter in coastal environments in recent years, emphasizing single-use plastics (SUP). In this manner, Latin America and the Caribbean (LAC) coastal environments are highly vulnerable due to wastewater treatment facilities scarcity and poor plastic waste management strategies. Since COVID-19 pandemic, the single-use plastic waste/person rate is expected to rise due to the use of personal protective equipment and SUP as health care measures. Based on literature research and the review of plastic waste regulations, this paper will assess the main COVID-19 plastic pollution threats and LAC beaches' regulations to suggest possible measures to abate this problem. The main findings suggest that unifying the ongoing fragmented and overlapped policies is key to abate plastic pollution, including plastic industry regulations and circular economies. In addition, increasing public risk perception about plastic pollution is critical to reducing plastic waste generation. Research advances in the adverse effects of plastic debris could improve the public's perception of plastic pollution risk, pushing forward global marine plastic governance. © 2021 Elsevier Ltd",2021,"Ocean and Coastal Management","208","","",NA,"10.1016/j.ocecoaman.2021.105613","Latin America and Caribbean"
"33","The Case for Healthy U.S.‐China Agricultural Trade Relations despite Deglobalization Pressures","Zhang, Wendong","The COVID‐19 pandemic is crippling the global economy and heightening distrust and political disagreements among major countries. Furthermore, ongoing deglobalization efforts taken by firms and countries are fueling the rise of economic nationalism. A prime example is the possible decoupling of US–China economic and trade relations, which the ongoing trade war has already significantly disrupted. This paper analyzes the impacts of COVID‐19 on US agricultural exports to China, especially the added delays and uncertainty regarding China's food imports meeting the US–China phase one trade deal target. I present the views of US farmers and the general public toward China and argue that healthy US–China agricultural trade relations are not only critical for both countries but welcomed by US farmers. I also discuss the possible rise in nontariff barriers following the pandemic as well as trade policies that are increasingly intertwined with political tensions. Finally, I discuss how the US–China phase one trade deal could possibly lead to a more balanced bilateral agricultural trade portfolio with greater share of protein and retail food products. [ABSTRACT FROM AUTHOR]
Copyright of Applied Economic Perspectives & Policy is the property of John Wiley & Sons, Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",2021,"Applied Economic Perspectives & Policy","43","1","225-247",148631499,"10.1002/aepp.13115","Latin America and Caribbean"
"34","Exploring Dietary Behavior Changes Due to the COVID-19 Confinement in Colombia: A National and Regional Survey Study","Pertuz-Cruz, S. L.; Molina-Montes, E.; Rodríguez-Pérez, C.; Guerra-Hernández, E. J.; Cobos de Rangel, O. P.; Artacho, R.; Verardo, V.; Ruiz-Lopez, M. D.; García-Villanova, B.","The aim of this study was to evaluate the impact of coronavirus SARS-Cov2 (COVID-19) confinement measures in Colombia on the dietary behaviors of a large population sample, at national and regional levels. A survey was conducted to assess dietary behaviors during the COVID-19 confinement. The survey involved 2,745 participants, aged 18 years or older, from six regions of the country (Atlántica, Bogotá, Central, Oriental, Orinoquía and Amazonía, and Pacífica). Dietary intake of foods and foods groups in grams per day before and during the confinement was estimated by considering standard serving sizes of foods. One-way ANOVA was used to analyze differences between the regions with regard to dietary behavior changes during the confinement. Differences were deemed significant at p-value < 0.05. Dietary patterns (DPs) before and during the confinement were derived from principal component analysis. Certain dietary habits were adopted by the study population during the confinement (e.g., higher frequency of snacking and home cooking), with significant differences by regions with regard to these habits, as well as regarding culinary processes. The levels of consumption of several foods also changed during the confinement, nationally and regionally. We identified three DPs before the confinement (protein-rich, carbohydrate-rich, and sugar foods patterns) and four DPs during the confinement (westernized, carbohydrate-rich, protein-rich, fish and fruits-vegetable patterns), with an explained total variance of 33 and 45%, respectively. The profile of these DPs varied to some extent between the regions; their adherence to each DP also varied (p-value < 0.001). Our results show that there were marked differences by regions in the dietary behaviors of this population during the confinement, with an overall trend toward unhealthier DPs. These results may help to shape public health nutrition interventions in Colombia during the COVID-19 pandemic and in a post-COVID stage.",2021,"Front Nutr","8","","644800",33912582,"10.3389/fnut.2021.644800","Latin America and Caribbean"
"35","COVID-19 Impacts on Beaches and Coastal Water Pollution at Selected Sites in Ecuador, and Management Proposals Post-pandemic","Ormaza-Gonzaìlez, F. I.; Castro-Rodas, D.; Statham, P. J.","The COVID-19 pandemic has obliged Governments all around the world to implement confinement and social distancing measures. Leisure and business activities on beaches and in ports have restricted direct and indirect contamination from, for example, plastics, hydrocarbon spillage, microbiological loads, and noise levels. This has led to temporarily improved environmental conditions, and the beaches having conditions closer to Marine Protected Areas. Here we report some impacts that have been studied using local surveys and qualitative observations in Ecuador at the popular beaches and ports of Salinas, Manta, and Galapagos. Satellite data support this information. Online surveys were carried out at critical moments of the pandemic: May (15th) and just after when measures were relaxed a little, but within lockdown in July (21st) 2020. Respondents were asked to compare conditions before and during the pandemic lockdown. Most (97–99%) suggested that beaches had significantly improved from visual observations during confinement. On a scale from 1 (worst) to 5 (best), the beaches of Salinas and Manta respectively were rated 2.2 and 2.8 (less than acceptable) before quarantine, and 4.5 and 4.3 after; results from the second survey (after 18 weeks of restrictions) were much the same. Replies from Galapagos showed a similar trend but with less marked differences. In addition to the beaches having less plastic and garbage, more fish, and large marine organisms, including humpback whales (Megaptera novaeangliae), dolphin (bottlenose, Tursiops truncatus), and manta ray (Manta sp.) were observed near to shore. At Galapagos beaches, turtles, sea lions, and sharks were observed many more times than pre COVID. Quantitative satellite data on Chlorophyl and attenuation coefficient (Kd, 490 nm) support the qualitative survey data that there is an improvement in coastal environment quality. Here we recommend that this unique opportunity resulting from the COVID-19 pandemic is used locally, regionally and globally to construct baseline data sets that include information on physical, chemical, biological, and microbiological factors in coastal zones. These parameters can then help establish an effective Coastal Zone Management Plan based on beach description and quality (water standards, noise pollution), as well as the human dimension (tourist load, cultural heritage, and economic value indices). This data and information gathering ideally should be done before the beaches become more heavily used again as the pandemic recedes. © Copyright © 2021 Ormaza-González, Castro-Rodas and Statham.",2021,"Frontiers in Marine Science","8","","",NA,"10.3389/fmars.2021.669374","Latin America and Caribbean"
"36","From below and from within: fishing communities under the COVID-19 pandemic and other globalizations in southern Manabí, Ecuador","Pérez, F. R.; Vina, M.","Within the many fishing communities that dot the southern coast of Manabí province, Ecuador, everyday realities are more diverse and uneven than those suggested by the romantic images circulating in the global media. This article zooms in on a maritime-fishing territory located in the Puerto Lopez canton to illustrate the challenges posed by globalization processes at different scales. Drawing on Ribeiro’s concept of globalizations from below, this work analyses the ambiguous relations between artisanal and industrial fishing sectors, marine conservation and fishers’ livelihoods, and the unmitigated spread of COVID-19. The article argues that fishers’ adaptive strategies do not exclusively articulate with a changing environment but are also pragmatic responses to the long-term effects of several types of socioeconomic developments that have shifted the meanings of the seascape. The study concludes that fishers’ adaptive strategies to grapple with institutional and economic volatility must be understood as non-linear and emergent processes that simultaneously shift between the centre and the marginal borders of the globalized economic system. This article is based on ethnographic research, semi-structured interviews and focus groups carried out between 2014 and 2020. © 2021 Regional Studies Association.",2021,"Territory, Politics, Governance","","","",NA,"10.1080/21622671.2021.1960595","Latin America and Caribbean"
"37","The crossroads of ecotourism dependency, food security and a global pandemic in Galápagos, Ecuador","Burke, A.","International esteem for Galápagos’ natural wonders and the democratization of travel have contributed to a 300% increase in annual tourist entries to the archipelago from 2000 (68,989) to 2018 (275,817). The attendant spike in tourism-related anthropogenic impact coupled with deficient infrastructure development has put the archipelago’s natural capital and carrying capacity at risk. The complex nature of Galápagos’ food insecurity is linked to the archipelago’s geographic isolation, its diminishing agricultural workforce, international tourists’ demand for recognizable food, and a lack of investment in sustainable and innovative agricultural futures. Food security is key to the long-term well-being of Galapagueños, who sustain Galápagos’ tourism industry. However, the COVID-19 pandemic has further exposed the vulnerability of human systems in Galápagos, especially the fragility of Galápagos’ ecotourism dependency. Galapagueños’ struggle to endure the tourism sector’s slow rebound following the 2020 travel restrictions points to an urgent need to implement food security measures as an indispensable component of the archipelago’s long-term sustainability plan. This article presents ethnographic data to discuss the tourism sector’s impact on local food systems, Galapagueños’ right to food sovereignty, efforts to increase agricultural production, and why strengthening institutional partnerships is vital to Galápagos’ food self-sufficiency. © 2021 by the author. Licensee MDPI, Basel, Switzerland.",2021,"Sustainability (Switzerland)","13","23","",NA,"10.3390/su132313094","Latin America and Caribbean"
"38","Eating Habits and Sleep Quality during the COVID-19 Pandemic in Adult Population of Ecuador","Ramos-Padilla, P.; Villavicencio-Barriga, V. D.; Cárdenas-Quintana, H.; Abril-Merizalde, L.; Solís-Manzano, A.; Carpio-Arias, T. V.","Confinement due to COVID-19 has brought important changes in people's lives as well as in their eating and resting habits. In this study we aimed at exploring the eating habits and sleep quality of the adult population of Ecuador during the mandatory confinement due to the COVID-19 pandemic. This is a cross-sectional study, which used an online survey that included questions about eating habits and sleeping habits in adults (n = 9522) between 18-69 years old. The Pittsburg sleep quality questionnaire validated for the Hispanic population was used, and questions about dietary habits. The statistical test Chi-square statistical test was used to analyze the data. The results show that sleep quality differs according to sex, being worse in women, both in all components of sleep quality and in the total score (p < 0.001). Women had greater changes in the habitual consumption of food compared to men (24.24% vs. 22.53%), and people between 18 and 40 years of age decreased their food consumption in relation to people >40 years (24.06% vs. 17.73%). Our results indicate that mandatory confinement due to the COVID-19 pandemic in Ecuador has generated changes in the eating habits and sleep quality in the adult population sampled, and these changes are more noticeable in women and young adults. These changes offer an important alert for the health system and further, advice for the implementation of future public health policies.",2021,"Int J Environ Res Public Health","18","7","",33807140,"10.3390/ijerph18073606","Latin America and Caribbean"
"39","Drivers, Opportunities, and Challenges for Integrated Resource Co-management and Sustainable Development in Galapagos","Garcia Ferrari, S.; Bain, A. A.; Crane De Narváez, S.","The Galapagos archipelago represents an insular system with finite natural resources, a growing population, and an economy heavily weighted on tourism that leaves it vulnerable to shocks, such as the Covid-19 crisis. This work proposes an alternative scenario developed through creating intersections between water-energy-food (WEF) nexus and adaptive co-management (ACM) approaches to resource management. This framework allows the identification of novel synergies that are applied to the analysis of Galapagos as case study. Within this approach, qualitative analysis is applied to data collected via a set of interviews with local stakeholders (including community, business, third sector, and government actors) to evaluate (i) how a deeper understanding of community perceptions and needs can help to identify pathways toward more sustainable development in line with conservation goals, (ii) what governance frameworks should be implemented to promote community-based resource management and resilience, and (iii) what role education and capacitation can play in supporting alternative forms of economic activity. The research suggests that the implementation of an integrated WEF-ACM framework for resource management in Galapagos could promote resilience by opening a space for deliberation and conflict resolution between legitimate stakeholders, thus supporting more effective and balanced participative governance. The current Covid-19 crisis has led to the emergence of alternative forms of community collaboration that demonstrate the potential for a more economically diverse and more sustainable future. By placing different sources of knowledge on a level platform in such a framework, greater community ownership of resource management and conservation goals could be achieved. The incorporation of an ACM approach within the management of WEF resources would also allow Galapagueños to determine their own vision of a future sustainable socio-ecosystem, based on optimising system outcomes by co-identifying the trade-offs and synergies between the interrelated resource sectors, but requires a transformation in institutional culture. Copyright © 2021 Garcia Ferrari, Bain and Crane De Narváez.",2021,"Frontiers in Sustainable Cities","3","","",NA,"10.3389/frsc.2021.666559","Latin America and Caribbean"
"40","Short-term impacts of COVID-19 on food security and nutrition in rural Guatemala: Phone-based farm household survey evidence","Ceballos, F.; Hernandez, M. A.; Paz, C.","This article examines the short-term effects of the COVID-19 lockdown on food security and nutrition in rural Guatemala. We rely on a comprehensive panel dataset of 1,824 small agricultural households collected over two survey rounds, on November-December 2019 and May-June 2020. We place special emphasis on changes in agricultural and nonagricultural income sources, including remittances, and changes in dietary diversity, including consumption of animal source foods (ASF) and fruits and vegetables (F&V). We find that COVID-19 affected the incomes, food security, and dietary patterns of households, with a decrease in ASF diversity and an increase in F&V diversity, and an overall net decrease in dietary diversity across all food groups. Dietary diversity among women in reproductive age, however, remained unchanged, and increased among children under 2 years old. Interestingly, households with relatively higher incomes appear to have reduced their dietary diversity to a larger extent than lower income ones, as well as households located in communities with more severe access restrictions. The focus of the study in a region with a high prevalence of poverty and chronic malnutrition provides an important perspective into the consequences of the lockdown in complex rural contexts with vulnerable populations and contributes to inform eventual recovery measures.",2021,"Agric Econ","52","3","477-494",34149131,"10.1111/agec.12629","Latin America and Caribbean"
"41","A comparative study of small-scale fishery supply chains’ vulnerability and resilience to COVID-19","Bassett, H. R.; Sharan, S.; Suri, S. K.; Advani, S.; Giordano, C.","The COVID-19 pandemic and response has significantly disrupted fishery supply chains, creating shortages of essential foods and constraining livelihoods globally. Small-scale fisheries (SSFs) are responding to the pandemic in a variety of ways. Together, disruptions from and responses to COVID-19 illuminate existing vulnerabilities in the fish distribution paradigm and possible means of reducing system and actor sensitivity and exposure and increasing adaptive capacity. Integrating concepts from literature on supply chain disruptions, social-ecological systems, human wellbeing, vulnerability, and SSFs, we synthesize preliminary lessons from six case studies from Indonesia, the Philippines, Peru, Canada, and the United States. The SSF supply chains examined employ different distribution strategies and operate in different geographic, political, social, economic, and cultural contexts. Specifically, we ask (a) how resilient have different SSF supply chains been to COVID-19 impacts; (b) what do these initial outcomes indicate about the role of distribution strategies in determining the vulnerability of SSF supply chains to macroeconomic shocks; and (c) what key factors have shaped this vulnerability? Based on our findings, systemic changes that may reduce SSF vulnerability to future macroeconomic shocks include: diversification of distribution strategies, livelihoods, and products; development of local and domestic markets and distribution channels; reduced reliance on international markets; establishment of effective communication channels; and preparation for providing aid to directly assist supply chains and support consumer purchasing power. © 2021, The Author(s).",2022,"Maritime Studies","","","",NA,"10.1007/s40152-021-00231-4","Latin America and Caribbean"
"42","Mexican fishing communities' resilience to covid-19 economic and social impacts","","",2020,"","","","",NA,"","Latin America and Caribbean"
"43","The voice of Mexican small-scale fishers in times of COVID-19: Impacts, responses, and digital divide","Lopez-Ercilla, I.; Espinosa-Romero, M. J.; Fernandez Rivera-Melo, F. J.; Fulton, S.; Fernández, R.; Torre, J.; Acevedo-Rosas, A.; Hernández-Velasco, A. J.; Amador, I.","The COVID-19 pandemic has dramatically, quickly, and extensively affected fisheries, the effects of which have yet to be quantified globally, although some efforts have already been made locally and regionally. This study provides insights regarding the impacts of the pandemic in Mexican small-scale fisheries, explores community responses and digital divide. A total of 1493 interviews were conducted, and a social media analysis that reviewed 9079 posts from April to December 2020 was performed. The results show large socio-economic and environmental impacts (e.g. 89% of the markets closed in April, and 72% of respondents perceived an increase in the amount of solid waste). Women have faced increased inequalities when accessing fishing resources or healthcare. Responses have been varied and include closing communities, and fishing organizations distributing emergency funds. Fishers relate feeling very or moderately comfortable with technology and have spent more time using digital platforms during the pandemic than before. While the effects are still unfolding, there is an urgent need to breach the digital divide to guarantee equal opportunities for all. Efforts are needed to ensure that the most vulnerable groups (e.g. women, indigenous people, and elderly individuals) are not excluded from opportunities to access, use or manage resources, including technology. This global crisis may also bring opportunities for adaptation and the implementation of local solutions (e.g. reducing the fishing effort for high-value products), to prepare for future shocks. The findings in this study serve to promote development strategies that build resilience in fishing communities for healthier oceans. © 2021",2021,"Marine Policy","131","","",NA,"10.1016/j.marpol.2021.104606","Latin America and Caribbean"
"44","Everything changes, local solutions of small-scale fishers for adapting to the covid-19 pandemic","","",2020,"","","","",NA,"","Latin America and Caribbean"
"45","Gender equality at sea? An analysis during the covid-19 pandemic","","",2020,"","","","",NA,"","Latin America and Caribbean"
"46","Access to healthcare as a human right, perspectives from fishing communities in times of covid-19","","",2020,"","","","",NA,"","Latin America and Caribbean"
"47","Adaptive governance and coping strategies in the Yucatan Peninsula coasts facing COVID-19","Pedroza-Gutiérrez, C.; Vidal-Hernández, L.; Rivera-Arriaga, E.","The COVID-19 pandemic has abruptly transformed all social structures around the world, and coastal zones where tourist and fishing activities take place is no exception. Due to the sanitary measures, restrictions to travel and lock down periods, the tourist sector has been one of the economic sectors most affected by this health and economic crisis. However, it is not the only sector to have been affected, the fisheries sector, being highly dependent on the export market, has also suffered the consequences of this crisis. In this article, we aim to identify the main characteristics and key aspects of the fishing and tourist sectors in the states of Yucatan and Campeche, in Mexico, under pandemic dynamics. What are the organizational and governance structures that have been developed in response to this world phenomena? To answer this question, we conducted phone interviews and reviewed governmental and community actions. Results show that individual survival strategies prevail as a response to COVID-19, over community or governmental actions. There was limited coordination among the different governance structures, between the community and governmental levels. However, this crisis has also been a period of learning and innovation to implement adaptive governance structures to build resilience and a ""new normal social reality"".",2021,"Ocean Coast Manag","212","","105814",34608357,"10.1016/j.ocecoaman.2021.105814","Latin America and Caribbean"
